PGA,PGV,PGD,I_A,CAV,\dfracPGAPGV,I_AS,SMD_TB,SMD_ROG,SMD_Bolt,P_90,a_rms,I_c,I_FVF,I_RG,SI_H,DI_PA
382.3488,29.0162,52.3403,90.0919,404.7291,13.1771,1.9574,3.795,4.91,7.365,21.3775,115.5812,2420.6758,40.4989,81.6407,76.9721,0.078
161.1827,23.0488,52.4698,67.8651,967.7578,6.9931,2.0259,28.735,32.08,29.485,2.1253,36.4349,1178.9142,53.3643,160.7115,103.2905,0.245
434.0241,23.8806,8.4412,248.128,1005.756,18.1747,0.9896600000000001,8.815,9.59,10.185,25.341,125.8362,4191.0201,41.1482,17.4373,81.2832,0.131
291.9309,92.6242,34.497,110.4294,765.635,3.1518,3.9686,6.73,11.0,7.455,14.7779,96.0683,2442.7444,149.186,65.1307,245.7292,1.009
297.2143,20.4033,7.6462,154.06,1553.6913,14.5669,0.51212,30.17,38.395,39.715,4.5964,53.5816,2154.3234,47.8184,23.8032,76.2913,0.101
146.9717,9.6318,1.9191,32.2434,395.2737,15.259,0.56303,10.18,13.35,7.0,2.8537,42.226,875.474,17.2046,4.1593,33.4533,0.04
343.0551,32.9189,61.4665,295.716,2260.3874,10.4212,8.7197,37.66,43.76,50.95,7.0807,66.5061,3328.3755,81.5484,206.0306,154.4201,0.295
104.0368,8.9235,4.0458,25.3788,574.7105,11.6588,0.44431000000000004,20.09,28.14,12.54,1.1376,26.6614,617.0406,18.892,10.9985,44.281,0.07
1465.1941,132.8156,191.9847,567.5613,1156.1269,11.0318,5.0906,4.82,6.28,15.52,106.6824,258.6017,9129.9978,196.7935,324.3015,218.7171,0.64
94.5224,21.4311,11.8453,28.5678,807.6622,4.4105,2.6977,49.46,56.85,41.465,0.5199600000000001,18.0208,538.0076,56.8339,43.4808,77.1491,0.215
62.1528,5.1311,33.6406,7.4255,310.6553,12.1131,0.08544399999999999,27.84,31.155,1.3599999999999999,0.24006000000000002,12.2451,226.0887,11.786200000000001,101.9579,23.1422,0.033
473.856,83.053,12.3376,224.186,955.0166,5.7055,4.2357,4.6,7.065,12.11,43.8548,165.5819,4569.81,121.6311,20.5188,212.1893,0.33
323.1494,22.7869,32.7319,48.2349,310.3602,14.1814,0.93605,3.8,5.43,4.035,11.4359,84.558,1515.7368,31.8149,51.0779,56.0093,0.058
372.1522,44.6193,21.3478,163.0513,995.3498,8.3406,4.5212,7.94,14.075,11.845,18.4841,107.4342,3137.7924,74.8993,42.5886,106.3143,0.222
110.8645,7.0438,2.0858,16.384900000000002,402.6705,15.7393,0.23238000000000003,20.155,22.945,10.215,0.73196,21.3832,443.916,14.9246,5.6763,33.3949,0.055
157.4636,50.1946,325.6005,154.0173,1351.4343,3.1371,15.9416,24.245,25.96,28.95,5.7177,59.7626,2274.861,111.3814,942.3794,143.3733,1.4
148.3096,21.1905,166.0562,66.3073,951.4231,6.9989,1.3825,29.63,34.08,28.025,2.0142,35.4699,1149.8904,49.4395,513.8451,76.3731,0.11900000000000001
245.6409,9.2493,1.1164,23.7174,337.8545,26.5579,0.47168000000000004,7.77,15.435,1.875,2.748,41.423,743.1428,15.4423,2.2113,25.049,0.025
157.1131,51.3824,46.9738,155.0201,1726.2038,3.0577,2.7397,32.055,37.525,30.88,4.3524,52.1387,2131.5121,122.261,149.218,127.7909,1.149
255.5908,23.989,3.9363,28.3939,147.9602,10.6545,0.94052,1.015,1.955,1.185,25.2907,125.2547,1412.2913,24.0784,3.9559,60.0271,0.059000000000000004
106.6323,7.7417,1.0581,11.928,352.845,13.7738,0.11062000000000001,16.77,22.185,2.73,0.6403800000000001,20.0013,366.3141,15.6664,2.7084,23.3458,0.028
158.4368,16.2764,8.0417,32.3045,519.1523,9.7341,0.22145,14.21,19.355,8.325,2.0476,35.765,806.2784,31.6015,19.478,68.8219,0.164
108.0667,8.7812,1.5590000000000002,6.5441,157.0526,12.3066,0.11757000000000001,5.03,8.27,2.7199999999999998,1.1724,27.0591,315.6856,13.1506,2.6712,30.369,0.041
315.1351,37.2064,85.0529,109.422,578.2471,8.4699,1.1802,5.755,6.695,8.91,17.1575,103.5337,2527.2321,57.6274,152.4185,99.5957,0.193
438.7398,36.8871,7.9417,193.8362,929.7083,11.8941,2.1586,6.17,9.68,15.47,28.3057,132.9635,3808.3875,58.1361,14.566,150.4229,0.161
1018.9912,42.4914,13.1302,238.7516,1014.1825,23.9811,3.4107,9.68,17.24,19.22,22.2,117.803,3978.0692,74.9497,27.983,138.2327,0.449
347.8993,14.4486,35.079,104.9387,689.6929,24.0785,0.9891200000000001,8.98,10.96,12.4,10.5494,81.2587,2195.0411,25.0117,72.9133,46.0796,0.049
264.8058,24.811,9.3588,117.9107,1186.2693,10.6729,1.5159,20.57,26.9,38.29,5.1601,56.7792,1940.4436,52.8389,25.6428,95.8639,0.169
175.8407,31.6703,22.2654,76.306,1066.9269,5.5522,1.5495999999999999,35.805,40.205,35.2,1.9174,34.6065,1218.1721,77.4708,73.3858,107.43,0.579
111.2798,10.2069,88.2058,18.9875,377.867,10.9024,0.84547,14.61,18.27,9.09,1.1703999999999999,27.0449,537.5935,19.9552,215.6324,42.3189,0.049
497.1948,46.4078,14.6067,117.6927,904.263,10.7136,0.5071800000000001,10.82,14.09,14.125,9.7914,78.2131,2275.2703,84.1681,32.3069,124.2675,0.17400000000000002
433.2306,24.7788,4.4809,120.4439,401.8829,17.4839,0.9069900000000001,2.44,3.29,3.545,44.4837,166.783,3364.5156,30.9691,6.0324,49.7856,0.062
414.2005,26.6329,33.2012,139.3889,556.0536,15.5522,1.0397,3.71,6.29,8.37,33.8011,145.3846,3376.4846,36.9625,51.3979,55.2206,0.055
396.2905,56.3823,19.6199,109.2854,585.5032,7.0286,4.9753,6.185,7.82,7.74,15.927,99.7636,2478.1518,88.9155,36.0144,214.2551,0.43
116.3011,2.6103,0.072797,3.0096,81.717,44.5543,0.0051354,3.555,5.475,0.5750000000000001,0.7619400000000001,21.8293,192.3007,3.5843,0.1111,2.6129,0.025
250.5516,18.1338,1.7965,42.7871,395.7915,13.8168,1.3681,6.22,7.2,6.47,6.1992,62.2625,1225.2782,28.6376,3.3039,45.4009,0.052000000000000005
160.4004,9.1822,0.67679,20.3095,322.0849,17.4687,0.31507,8.73,11.77,6.25,2.0949,36.1803,643.0055,15.7833,1.3935,21.7438,0.025
587.3486,46.7614,20.198,398.7742,1486.6162,12.5605,7.0112,9.65,14.545,15.945,37.1644,152.3873,5843.6857,82.4176,43.0016,174.4103,0.309
107.6304,11.6113,2.4903,24.5828,509.9031,9.2694,1.3820999999999999,16.64,21.67,7.31,1.3298,28.8271,631.3599,23.4515,6.3576,54.2522,0.082
310.3027,14.0697,2.3935,105.0933,867.8307,22.0547,0.4157,11.86,16.23,16.2,7.9849,70.6466,2044.9355,26.1099,5.4583,59.9396,0.068
204.3906,12.7431,15.1383,21.8415,279.9872,16.0393,0.32844,9.515,11.655,3.015,2.0751,35.9999,666.2781,22.3809,32.0785,28.2299,0.037
181.7794,38.7752,155.0166,111.8575,1099.3918,4.688,15.5459,27.405,31.595,18.05,3.674,47.9042,1735.7003,88.7179,467.3634,148.8238,0.356
45.9456,6.3396,3.4385,5.7444,289.2635,7.2474,0.20063,31.06,37.96,0.0,0.16648000000000002,10.1981,181.5009,14.9661,10.8086,30.0446,0.05
134.9404,15.2219,48.0612,19.7894,270.8063,8.8649,0.5513600000000001,7.445,8.9,6.095,2.3968,38.7018,656.9455,25.1441,93.8462,26.041,0.031
226.9786,18.3557,4.7367,93.6722,844.8948,12.3655,1.7578,12.02,16.22,12.16,7.0183,66.2595,1869.9248,34.1781,10.8504,86.9274,0.123
655.2131,27.3396,30.8871,149.4008,535.6701,23.9657,1.4589,4.475,5.245,7.11,30.0711,136.9608,3390.7116,39.764,50.8989,82.7416,0.111
186.2925,21.5762,4.3561,25.126,302.3078,8.6342,0.052912,4.47,9.115,4.77,5.0588,56.2335,891.5512,31.372700000000002,7.1758,72.6142,0.135
43.0491,7.1309000000000005,32.0898,4.0617,188.1764,6.037,0.18722000000000003,16.76,20.72,0.0,0.21869000000000002,11.6899,163.6263,14.4282,82.1218,21.1674,0.031
154.4173,21.0087,7.2797,47.2179,663.7597,7.3502,1.8252000000000002,16.01,21.315,15.67,2.656,40.7282,1040.013,42.0239,18.3475,88.0633,0.131
249.4078,27.8162,55.0986,113.5224,980.8202,8.9663,2.7343,19.49,24.18,20.88,5.249,57.2452,1912.1176,58.4455,148.2784,112.7353,0.181
231.2171,39.1256,958.8848,227.0145,2199.563,5.9096,6.6857,47.48,51.56,48.85,4.3047,51.855,2573.011,102.7044,3472.1889,108.1673,0.387
362.9042,63.0008,32.3036,222.0168,1398.0764,5.7603,13.9901,16.43,21.515,23.325,12.182,87.2133,3301.357,126.8398,82.1227,252.6128,0.619
121.3905,58.5825,110.8197,99.7281,1292.0103,2.0721,10.7756,29.07,32.65,31.43,3.088,43.9021,1568.378,136.0282,340.7469,140.5716,1.082
126.9622,22.3767,11.0911,34.2399,655.3079,5.6739,0.56529,40.71,42.57,5.67,0.75845,21.7647,647.8583,56.5224,38.1542,79.4019,0.149
185.8811,33.4764,12.2472,43.3263,701.4173,5.5526,0.89403,31.09,41.53,8.205,1.2553,27.9969,825.9917,79.0486,38.5104,119.622,0.356
364.6867,42.074,9.5407,197.2242,1462.0561,8.6677,3.903,21.265,24.785,26.295,8.3489,72.2168,2830.0252,90.3504,26.4322,203.2416,0.319
205.4099,64.0804,100.3041,117.7985,1069.9907,3.2055,15.0745,16.555,20.445,16.47,6.4042,63.2467,2046.5469,129.258,255.6398,171.6007,1.081
149.4012,25.1535,188.0288,65.0378,878.9995,5.9396,4.2291,21.785,27.225,19.3,2.6874,40.9724,1224.0971,54.3422,525.1422,90.2756,0.301
100.5876,18.2006,21.2623,21.247,532.959,5.5266,0.38033,31.925,35.255,5.995,0.59875,19.3379,480.4856,43.2633,67.4508,49.9342,0.078
125.1282,13.7591,22.4158,30.0589,636.1811,9.0942,0.61678,31.25,34.38,6.715,0.86582,23.2551,626.9075,32.5313,70.6053,42.9995,0.06
441.9374,38.4147,2.9564,123.5425,564.512,11.5044,0.30349,2.51,4.79,5.24,44.6311,167.1084,3422.4265,48.3522,4.0178,80.7316,0.106
660.8975,24.2415,2.1931,152.3435,637.4418,27.2631,0.32605,3.29,5.815,7.26,41.7269,161.53,3723.7263,32.6481,3.2617,64.8464,0.065
211.3197,14.5375,2.3351,73.367,758.9239,14.5361,0.77712,10.895,16.99,10.65,6.0672,61.5693,1594.6313,26.4118,5.1767,55.3633,0.057
249.4888,12.4721,2.1288,45.9137,595.9698,20.0038,0.31612,11.99,17.945,10.935,3.4478,46.4109,1094.8122,23.2083,4.8725,47.1985,0.047
353.2811,50.4392,13.7947,301.4673,1742.6785,7.0041,6.3331,18.825,22.105,25.935,14.4173,94.8937,4010.7302,105.0635,36.6964,251.2984,0.38
804.9472,66.8453,13.1659,250.9008,1188.2305,12.0419,12.1045,9.025,14.705,16.53,25.0285,125.0081,4198.8569,115.8598,27.4116,241.6085,0.286
509.2459,34.2617,10.2847,194.5453,851.5093,14.8634,1.3194,4.465,5.7,6.97,39.2115,156.5755,4139.9632,49.804,16.9356,107.2776,0.197
286.0345,21.7636,5.0142,79.4773,639.7737,13.1428,0.72017,6.76,10.745,6.915,10.5801,81.3167,1906.5275,35.0928,9.481,74.5203,0.107
397.3336,29.7976,3.2008,131.9663,602.353,13.3344,2.3203,4.655,5.815,7.51,25.5044,126.2621,3061.0415,43.7685,5.3444,92.4535,0.105
362.4778,36.2246,3.5717,104.7538,529.9617,10.0064,1.7851,5.265,6.135,7.73,17.8891,105.7401,2494.9316,54.8723,6.2136,98.5201,0.154
88.2791,23.3325,56.2066,18.9869,492.1731,3.7835,1.4089,31.495,35.9,3.23,0.54274,18.4059,443.1544,55.274,177.5011,55.7234,0.134
82.9243,16.9601,26.5012,14.1202,435.9941,4.8894,0.77381,29.375,37.66,3.055,0.43265,16.4391,361.2492,39.4842,81.7697,50.9476,0.081
368.5129,41.515,8.5471,72.2752,409.1589,8.8766,0.7889,3.16,6.19,3.24,20.6022,113.4968,2149.4091,55.3512,12.5424,112.943,0.15
851.0942,43.5637,3.2666,188.6912,638.0206,19.5368,1.1783,3.735,5.935,8.01,45.5162,168.6979,4234.5736,60.5616,5.0683,74.847,0.095
190.7879,60.0922,57.3202,125.893,1056.1125,3.1749,4.9698,15.91,20.495,21.99,7.1227,66.7,2172.821,120.0149,144.1664,183.4688,0.976
850.2563,30.5498,7.6878,609.083,1598.9071,27.8318,2.8432,5.855,7.935,14.01,93.6583,241.9472,9106.3523,47.5215,13.8563,115.2497,0.204
228.9064,35.2495,77.1552,94.162,1053.5284,6.4939,4.315,23.205,28.085,26.755,3.6515,47.7583,1589.8779,77.3657,220.0692,131.1212,0.501
116.9576,16.9927,77.0318,24.2431,606.5089,6.8828,0.73537,35.12,39.835,31.295,0.62137,19.7004,518.1923,41.3667,252.2638,54.5247,0.095
107.0542,15.2095,25.0947,32.1334,679.1663,7.0386,1.1169,34.985,39.045,30.17,0.82665,22.7227,640.6632,36.9902,82.0747,46.0618,0.07
535.386,46.4769,37.4814,189.3949,759.6507,11.5194,1.353,6.785,7.72,9.68,25.1414,125.3279,3654.6567,75.0109,70.9577,92.654,0.128
644.4669,49.3398,89.6871,268.7157,937.1757,13.0618,1.4765,6.895,7.66,9.25,35.1216,148.1559,4735.2784,79.9524,170.7031,127.9693,0.176
186.4042,57.3767,109.616,81.3649,936.4081,3.2488,5.0783,18.705,23.36,21.295,3.9152,49.454,1504.1154,119.3233,290.9778,133.2336,0.742
152.4332,22.5077,70.8697,55.1464,828.6103,6.7725,2.0624,22.335,28.68,14.9,2.2223,37.258,1074.7872,48.9302,199.5825,76.5472,0.249
178.2283,14.4871,2.9637,31.0426,393.8022,12.3025,0.49232,8.755,11.46,8.155,3.1915,44.6573,883.0132,24.9199,6.1084,52.7561,0.056
178.814,21.4741,4.9404,25.8921,361.6606,8.327,0.80484,10.275,12.23,7.555,2.2677,37.6416,740.2747,38.4467,10.7405,69.0806,0.075
403.5522,108.5093,33.9917,162.7496,888.875,3.7191,7.0857,9.13,15.62,11.71,16.0518,100.1323,3027.5853,188.6186,71.0443,330.7588,0.89
779.5379,60.7511,12.4194,556.0278,1589.9498,12.8317,2.3195,6.535,8.2,13.15,76.7088,218.9338,8281.1786,97.1327,23.2194,152.0242,0.279
478.3556,76.704,28.28,176.1933,922.9154,6.2364,6.2043,9.805,12.48,12.47,16.1772,100.4628,3153.0576,135.7312,60.5287,210.5381,0.68
334.8803,18.6248,1.5908,60.3657,425.6155,17.9803,0.79128,4.565,6.515,6.44,11.9112,86.2956,1712.7885,27.224,2.639,40.6342,0.053
707.042,55.716,5.5684,243.6344,726.19,12.6901,4.4501,2.625,4.175,7.045,83.5301,228.6119,5600.3195,70.919,7.6814,129.8464,0.194
411.4874,23.7764,4.0693,224.4807,1126.3625,17.3065,1.1956,9.18,10.87,11.72,22.0104,117.2622,3847.3186,41.3863,8.5205,103.3201,0.137
202.0514,5.9802,0.41349,10.0651,96.5052,33.7865,0.12123,1.15,1.415,1.065,7.895,70.3687,633.0205,6.1929,0.43321,7.9647,0.025
216.172,8.0772,0.36158,14.862,196.9913,26.7631,0.19422,4.2,5.955,1.725,3.2272,44.9204,617.0067,11.5631,0.58339,9.694,0.023
277.1346,39.5184,9.9779,179.7545,1384.9947,7.0128,3.3955,25.01,28.045,30.88,6.4722,63.5824,2535.4943,88.3747,29.1795,158.4892,0.246
232.3371,47.689,13.302,126.5411,1162.9113,4.8719,2.0367,25.955,28.085,28.195,4.3913,52.3735,1930.9816,107.6399,39.3844,182.0506,0.495
301.1292,30.8453,25.4127,348.2282,1998.0725,9.7626,3.8835,23.84,26.1,30.19,13.1446,90.6137,4211.5724,68.1577,73.1397,112.6091,0.185
438.8068,39.6587,43.0032,549.9757,2355.987,11.0646,7.1658,24.03,25.99,28.075,20.6174,113.4845,5926.2739,87.8066,124.0942,154.4409,0.262
346.9027,48.7574,207.6659,115.7719,743.5791,7.1149,1.3921,8.97,11.37,11.7,11.6618,85.3337,2360.8965,84.3798,431.4819,138.2333,0.266
49.5373,9.7019,21.1073,5.8158,230.5962,5.1059,0.9936,19.885,21.37,0.0,0.26321,12.8224,204.746,20.4875,57.184,47.3428,0.122
323.8425,41.6414,169.0156,95.6896,665.8083,7.7769,1.8287,9.725,12.215,11.74,8.858,74.3778,2000.3656,73.5356,360.7641,137.123,0.252
264.6009,23.5573,5.4448,73.7265,529.9138,11.2322,3.8717,6.295,9.065,8.005,10.5527,81.2041,1835.968,37.3142,10.0535,90.9328,0.093
227.8421,31.6993,6.5452,54.3169,442.7044,7.1876,1.9363,5.14,7.705,3.735,9.5294,77.1823,1537.2997,47.7299,11.2956,99.308,0.142
220.4424,36.4579,14.1752,126.7164,1268.4024,6.0465,3.0247,39.005,41.845,40.95,2.9289,42.7706,1746.9424,91.1111,48.0732,131.5733,0.302
314.4095,70.3874,26.721,148.3501,1296.3064,4.4668,3.0937,37.26,40.665,41.13,3.5912,47.3602,1989.4867,173.9024,89.2485,171.2569,1.006
107.2253,4.363,0.38083,4.0994,107.446,24.5758,0.037147,4.705,6.425,1.08,0.78542,22.1592,226.2624,6.4258,0.63814,7.4785,0.024
164.8239,13.507,2.2052,25.8522,373.0178,12.2029,0.12824,7.435,9.815,6.1,3.133,44.2484,802.5762,22.3038,4.3041,45.0642,0.036
166.9853,7.3116,1.1102,19.9709,345.3728,22.8384,0.17822,7.675,11.305,5.69,2.3449,38.2807,656.1594,12.1697,2.1899,27.1511,0.037
638.9115,100.2651,859.3087,903.1006,2861.5978,6.3722,8.7888,22.735,23.845,25.845,35.7258,149.3825,8705.5644,218.9392,2434.3378,153.4709,0.723
518.5294,49.6884,265.0343,886.7826,3013.5636,10.4356,11.9592,20.885,24.66,27.565,38.204,154.4829,8774.8147,106.2218,729.8723,208.9735,0.385
290.8223,24.6354,5.9139,84.2445,814.9581,11.805,5.1519,13.76,16.475,11.83,5.5101,58.6564,1666.4129,47.4477,14.1715,95.0652,0.155
235.9052,24.0041,5.5663,69.0137,720.3054,9.8277,4.2619,14.8,18.205,16.965,4.2001,51.2182,1410.1554,47.0815,13.6663,97.7454,0.157
258.8857,49.3105,23.6079,82.5835,452.4918,5.2501,0.8716,4.6,6.04,7.65,16.1655,100.4626,2159.6618,72.2153,39.2625,157.3405,0.251
257.3225,28.7169,9.6738,67.961,417.9867,8.9607,0.68846,4.46,5.705,6.485,13.7378,92.6616,1883.7225,41.7322,15.9236,101.9281,0.174
575.2004,21.0416,2.1797,195.7042,670.1471,27.3363,0.30148,2.275,3.785,5.725,77.4414,220.1571,4927.0806,25.8419,2.8667,48.1189,0.064
178.4452,19.8995,42.6923,90.7446,1038.9938,8.9673,2.0852,30.69,32.325,31.79,2.661,40.7685,1442.0652,46.8371,133.6642,49.8392,0.068
400.5661,16.9195,1.3167,95.055,474.9595,23.6748,0.2077,2.6,3.67,4.42,32.8961,143.4545,2770.499,21.4848,1.8106,41.0399,0.049
322.0168,36.6906,4.0443,66.8125,331.9591,8.7765,1.6052,2.05,3.73,3.805,29.3281,135.274,2252.6741,43.903,5.1376,97.0912,0.119
293.6001,20.3266,3.6316,28.1084,227.6444,14.4441,0.57686,2.72,3.52,3.61,9.301,76.1962,1096.9432,26.104,5.0694,63.4452,0.095
189.3836,20.2531,4.1924,77.3775,839.4978,9.3508,2.9749,16.12,19.74,15.72,4.3233,51.9939,1505.2568,40.5819,10.5905,81.6434,0.095
286.2672,20.925,4.2518,93.7933,894.2173,13.6806,3.045,14.2,19.0,13.14,5.9605,61.0545,1797.7164,40.6198,10.296,77.4682,0.107
738.2155,77.7095,11.8465,471.4515,1673.4556,9.4997,11.422,8.205,11.73,14.98,51.7082,179.6123,6895.1462,131.5205,23.8936,262.3043,0.661
373.2618,36.5549,5.2754,102.3344,579.8278,10.211,0.90507,5.165,8.975,6.21,17.819,105.5392,2464.087,55.1079,9.119,98.395,0.134
545.7567,17.3442,1.2307,118.1627,562.6803,31.4662,0.92403,3.93,6.85,6.07,27.1634,130.329,2949.566,24.4204,1.9422,33.7682,0.043
210.8695,19.0642,43.0329,26.2881,365.027,11.061,1.098,14.96,17.38,6.045,1.5869,31.4804,683.1665,37.4932,106.034,62.2668,0.072
158.5779,17.8816,149.1357,64.1303,964.7263,8.8682,1.3363,31.775,34.415,32.36,1.8162,33.6814,1101.8638,42.4549,472.3642,33.9109,0.057
509.2741,29.6038,3.0035,82.164,569.0943,17.203,1.5489,6.185,10.835,6.035,12.0292,86.6931,2007.4596,46.6855,5.5133,49.1769,0.067
334.9713,16.2465,1.1232,54.3089,493.2065,20.6181,0.55976,8.505,12.06,6.04,5.7743,60.0638,1357.5513,27.7446,2.2928,36.3132,0.037
481.1116,36.7695,21.8413,90.2994,399.7058,13.0845,0.34286,3.08,3.64,5.365,26.4404,128.5869,2558.9996,48.7108,31.7782,73.0976,0.055
258.3511,14.1541,27.927,35.8605,304.9779,18.2528,0.17592,5.04,6.195,4.585,6.4251,63.3762,1132.6739,21.2074,47.8815,30.6726,0.031
189.453,12.8185,2.9232,27.8234,401.4339,14.7797,0.19169,9.39,11.985,8.955,2.6675,40.8146,799.0186,22.4389,6.1672,52.612,0.069
180.0166,12.3275,1.8684,24.9173,349.255,14.6028,0.14537,8.3,10.395,8.52,2.7038,41.1047,759.2352,20.924,3.7829,36.3505,0.042
298.1815,25.108,2.8669,200.2455,1334.7092,11.876,4.0311,13.335,20.035,16.625,13.5182,91.8985,3217.0581,47.9799,6.7984,76.6265,0.101
206.541,13.5586,31.3676,32.9356,586.0634,15.2332,0.23162,32.365,35.615,32.395,0.91596,23.9171,665.4293,32.3396,99.9632,35.5789,0.045
130.4245,42.3703,47.1668,23.5664,481.1672,3.0782,0.18269,29.7,31.155,28.665,0.71407,21.1191,528.9209,98.9124,146.068,50.7632,0.139
317.9788,18.5853,2.9143,68.8371,542.9364,17.1091,0.27559,5.52,9.595,6.155,11.2208,83.7497,1800.7131,28.4875,5.1504,48.9406,0.047
335.1034,21.4884,2.5766,60.0388,517.5937,15.5946,0.2,5.59,10.14,4.775,9.6688,77.7258,1620.1446,33.0412,4.5728,51.7163,0.089
424.5969,51.7343,7.7393,179.3723,1036.7602,8.2073,5.5696,9.84,11.7,12.64,16.4415,101.4063,3203.2813,91.6278,16.5845,155.3083,0.233
24.0821,1.6482,0.52729,0.8862,83.6122,14.6108,0.0020722,10.825,14.6,0.0,0.073732,6.7874,58.1788,2.9897,1.1664,6.1682,0.025
23.3219,1.0184,0.33389,0.99207,87.1206,22.8996,0.012695,10.51,14.025,0.0,0.084967,7.2859,63.7565,1.8337,0.73138,5.2128,0.024
387.532,12.681,1.8939,93.3466,551.6909,30.5601,0.44121,5.525,6.79,6.1,15.2255,97.556,2264.8896,19.4418,3.3482,24.3546,0.032
593.3865,77.7848,15.6741,260.4819,1163.8453,7.6286,6.8313,6.8,8.72,14.92,34.5142,147.0067,4647.935,125.6094,29.6952,260.2786,0.578
347.8413,25.1168,2.7466,75.0754,444.9802,13.8489,0.51954,3.0,4.615,4.905,22.5312,118.6984,2239.896,33.0556,3.9613,65.2931,0.094
494.4596,24.0471,2.0809,176.6138,568.8978,20.5621,0.98366,2.27,3.035,4.205,70.0059,209.2269,4559.7293,29.5168,2.7348,53.3263,0.061
229.0367,22.7367,2.8848,27.8146,253.855,10.0735,1.4714,3.475,4.12,3.165,7.2078,67.0351,1023.1297,31.0431,4.3696,60.8928,0.075
106.4066,8.8441,1.9385,8.4102,194.4552,12.0314,0.28998,7.905,10.845,1.945,0.95968,24.4751,340.4369,14.8295,3.8615,31.1792,0.034
246.3178,21.4526,20.6282,98.0475,902.1304,11.4819,1.3643,15.67,20.51,21.435,5.6306,59.309,1808.0714,42.6823,51.6199,73.8585,0.074
290.9121,33.0262,6.6766,86.6931,577.3408,8.8085,3.1568,7.05,9.74,6.725,11.0922,83.2542,2016.992,53.8153,12.8023,114.5972,0.109
100.3108,18.2691,61.2703,22.4153,535.9654,5.4907,0.71743,31.89,36.335,6.48,0.63259,19.8774,500.4562,43.414,194.2979,54.2749,0.081
212.2104,33.6253,7.9482,60.0013,522.6401,6.311,2.5802,5.49,9.51,5.81,9.8621,78.5159,1630.1305,51.4706,14.0215,118.8472,0.132
857.4525,148.2002,41.8596,751.2972,1789.4244,5.7858,13.0617,7.23,9.42,16.24,93.604,241.7001,10103.7934,243.0151,80.9422,457.6864,0.856
51.0246,2.2992,0.15372,2.0747,96.0708,22.1923,0.008706,6.09,11.545,0.015,0.30666,13.8446,127.1245,3.6119,0.28071,4.8628,0.025
90.4891,3.3571,0.24886,4.0618,117.5125,26.9548,0.012422,4.995,6.59,1.115,0.73309,21.4074,221.3676,5.0187,0.4254,7.2616,0.023
217.2428,51.4646,35.7887,85.957,782.9193,4.2212,1.2752,12.815,16.295,14.02,6.0393,61.426,1723.4075,97.373,83.7502,112.322,0.556
416.2982,37.5388,116.1224,364.4968,2001.67,11.0898,4.7498,24.685,26.935,30.715,13.283,91.0873,4319.203,83.6737,338.1118,149.0623,0.178
580.9043,57.336,353.2234,732.3258,2566.6774,10.1316,9.7505,20.8,24.37,26.765,31.685,140.6863,7610.433,122.4457,971.413,221.4086,0.313
433.9981,26.6753,3.6374,172.0098,861.8297,16.2697,0.7206,7.61,8.445,11.055,20.3356,112.7313,3301.8613,44.3053,7.1545,76.5115,0.083
164.2987,15.7708,62.6286,26.7062,547.4126,10.4179,0.63267,28.335,32.005,6.5,0.84858,23.022,587.9999,36.3861,190.9326,48.3474,0.056
271.5187,18.4774,3.6685,60.62,509.6878,14.6946,0.37256,5.48,8.605,6.035,9.9801,78.8962,1640.492,28.2706,6.4677,80.3411,0.073
251.7786,23.3473,3.9031,49.1007,434.1279,10.784,0.39915,5.175,9.17,4.84,8.5518,73.108,1422.0104,35.214,6.7512,84.1569,0.12
390.4245,15.6261,24.7698,74.9795,497.4839,24.9854,0.47827,10.995,13.615,14.705,6.1388,61.9307,1616.0563,28.4544,55.0792,42.3306,0.051
929.28,35.2112,22.5967,131.6645,542.8976,26.3916,1.6121,10.0,10.895,14.38,11.8592,86.0721,2525.1857,62.6154,48.6831,110.8638,0.15
117.4286,6.9539,1.6111,19.1307,453.4172,16.8868,0.29274,19.475,28.41,4.655,0.88418,23.5018,502.7948,14.6082,4.3346,27.6657,0.05
116.5249,8.1119,1.0042,28.1897,542.9851,14.3647,0.36201,17.25,23.89,10.635,1.4707,30.3105,693.0808,16.5318,2.5946,26.484,0.034
67.7146,10.4651,58.9513,9.2678,256.9458,6.4705,0.62282,14.475,18.295,4.065,0.57715,18.9872,314.7753,20.4126,143.67,46.7438,0.094
