PGA,PGV,PGD,Ia,SED,CAV,ASI,HI,EPA,SMA,PP,SMV,str1=Htot/sqrt(Lx2+Ly2),str2=minTuncoupled/maxTuncoupled,str3=e0/Le0,θcr(o)
0.8328,0.9298,0.7597,0.8572,0.7386,0.9574,0.8588,0.8125,0.8730,0.9443,0.5833,0.9091,0.7410,0.8184,0.0966,120
0.5407,0.8558,0.6548,0.6973,0.8343,0.9413,0.8281,0.9663,0.8258,0.9205,0.5263,0.9488,0.7410,0.8184,0.0966,5
0.4672,0.7013,0.6164,0.4677,0.7155,0.8427,0.4997,0.9478,0.5012,0.6497,0.8333,0.6529,0.7410,0.8184,0.0966,85
0.6382,0.5476,0.6865,0.4794,0.4341,0.7426,0.6785,0.5792,0.6861,0.6655,0.7500,0.8376,0.7410,0.8184,0.0966,285
0.7765,0.4313,0.3500,0.5718,0.3880,0.7885,0.7753,0.6913,0.7748,0.6610,0.8966,0.5302,0.7526,0.5822,0.1260,190
0.8290,0.6237,0.6672,0.7642,0.7122,0.9061,0.8852,0.8673,0.8910,0.9638,0.9583,0.8443,0.7526,0.5822,0.1260,210
0.9830,0.7221,0.9163,0.8143,0.5198,0.8996,0.7480,0.7290,0.7488,0.7255,0.9474,0.9977,0.7526,0.5822,0.1260,125
0.9203,0.9004,0.9748,0.9149,0.9780,0.9968,0.7041,0.9001,0.7065,0.7701,0.4211,0.9290,0.7526,0.5822,0.1260,335
0.4520,0.4037,0.6728,0.3055,0.3142,0.8025,0.4465,0.5139,0.4459,0.6805,1.0000,0.5388,0.7526,0.5822,0.1260,230
0.8328,0.9298,0.7597,0.8572,0.7386,0.9574,0.8588,0.8125,0.8730,0.9443,0.5833,0.9091,0.7526,0.5822,0.1260,75
0.5407,0.8558,0.6548,0.6973,0.8343,0.9413,0.8281,0.9663,0.8258,0.9205,0.5263,0.9488,0.7526,0.5822,0.1260,80
0.7472,0.8106,0.6210,0.8974,0.5845,0.8769,0.8311,0.8678,0.8508,0.9662,1.0000,0.9999,0.7526,0.5822,0.1260,40
0.4672,0.7013,0.6164,0.4677,0.7155,0.8427,0.4997,0.9478,0.5012,0.6497,0.8333,0.6529,0.7526,0.5822,0.1260,335
0.9177,0.8702,0.7049,0.6856,0.7431,0.8330,0.7772,0.8119,0.7746,0.8527,0.4194,0.9381,0.6962,0.8787,0.2638,260
0.7765,0.4313,0.3500,0.5718,0.3880,0.7885,0.7753,0.6913,0.7748,0.6610,0.8966,0.5302,0.6962,0.8787,0.2638,300
0.8290,0.6237,0.6672,0.7642,0.7122,0.9061,0.8852,0.8673,0.8910,0.9638,0.9583,0.8443,0.6962,0.8787,0.2638,145
0.6757,0.7679,0.8055,0.7132,0.9048,0.8991,0.8690,0.8661,0.8708,0.7732,0.6667,0.9478,0.6962,0.8787,0.2638,65
0.6603,0.8793,0.4232,0.6365,0.4975,0.9364,0.6083,0.6264,0.6087,0.6374,0.9091,0.6457,0.6962,0.8787,0.2638,90
0.9830,0.7221,0.9163,0.8143,0.5198,0.8996,0.7480,0.7290,0.7488,0.7255,0.9474,0.9977,0.6962,0.8787,0.2638,305
0.7086,0.6462,0.9656,0.5759,0.5645,0.7902,0.8190,0.6801,0.8192,0.8382,0.3220,0.7274,0.6962,0.8787,0.2638,155
0.4520,0.4037,0.6728,0.3055,0.3142,0.8025,0.4465,0.5139,0.4459,0.6805,1.0000,0.5388,0.6962,0.8787,0.2638,340
0.8328,0.9298,0.7597,0.8572,0.7386,0.9574,0.8588,0.8125,0.8730,0.9443,0.5833,0.9091,0.6962,0.8787,0.2638,25
0.5407,0.8558,0.6548,0.6973,0.8343,0.9413,0.8281,0.9663,0.8258,0.9205,0.5263,0.9488,0.6962,0.8787,0.2638,285
0.7472,0.8106,0.6210,0.8974,0.5845,0.8769,0.8311,0.8678,0.8508,0.9662,1.0000,0.9999,0.6962,0.8787,0.2638,50
0.4672,0.7013,0.6164,0.4677,0.7155,0.8427,0.4997,0.9478,0.5012,0.6497,0.8333,0.6529,0.6962,0.8787,0.2638,145
0.7765,0.4313,0.3500,0.5718,0.3880,0.7885,0.7753,0.6913,0.7748,0.6610,0.8966,0.5302,0.9175,0.9953,0.0000,350
0.8290,0.6237,0.6672,0.7642,0.7122,0.9061,0.8852,0.8673,0.8910,0.9638,0.9583,0.8443,0.9175,0.9953,0.0000,60
0.6757,0.7679,0.8055,0.7132,0.9048,0.8991,0.8690,0.8661,0.8708,0.7732,0.6667,0.9478,0.9175,0.9953,0.0000,95
0.7792,0.7763,0.7282,0.5537,0.7521,0.7768,0.7520,0.5694,0.7512,0.7696,0.7368,0.6752,0.9175,0.9953,0.0000,215
0.9830,0.7221,0.9163,0.8143,0.5198,0.8996,0.7480,0.7290,0.7488,0.7255,0.9474,0.9977,0.9175,0.9953,0.0000,45
0.4520,0.4037,0.6728,0.3055,0.3142,0.8025,0.4465,0.5139,0.4459,0.6805,1.0000,0.5388,0.9175,0.9953,0.0000,90
0.9690,0.6720,0.7973,0.8086,0.6133,0.9806,0.7170,0.7354,0.7212,0.6820,0.8750,0.6470,0.9175,0.9953,0.0000,110
0.8328,0.9298,0.7597,0.8572,0.7386,0.9574,0.8588,0.8125,0.8730,0.9443,0.5833,0.9091,0.9175,0.9953,0.0000,160
0.4672,0.7013,0.6164,0.4677,0.7155,0.8427,0.4997,0.9478,0.5012,0.6497,0.8333,0.6529,0.9175,0.9953,0.0000,270
0.9177,0.8702,0.7049,0.6856,0.7431,0.8330,0.7772,0.8119,0.7746,0.8527,0.4194,0.9381,0.8925,0.9292,0.0000,285
0.9635,0.9780,0.7775,0.6903,0.8577,0.9318,0.7380,0.8787,0.7456,0.4442,0.7778,0.7894,0.8925,0.9292,0.0000,35
0.9031,0.9155,0.6842,0.9348,0.6638,0.9944,0.9736,0.7431,0.9761,0.9902,0.6875,0.7949,0.8925,0.9292,0.0000,215
0.7939,0.4983,0.4833,0.8497,0.3174,0.9534,0.9458,0.4880,0.9281,0.8187,0.4615,0.8476,0.8925,0.9292,0.0000,30
0.8499,0.9459,0.5808,0.4882,0.3957,0.7649,0.5337,0.6140,0.5337,0.5872,0.2963,0.6627,0.8925,0.9292,0.0000,85
0.8290,0.6237,0.6672,0.7642,0.7122,0.9061,0.8852,0.8673,0.8910,0.9638,0.9583,0.8443,0.8925,0.9292,0.0000,305
0.7792,0.7763,0.7282,0.5537,0.7521,0.7768,0.7520,0.5694,0.7512,0.7696,0.7368,0.6752,0.8925,0.9292,0.0000,105
0.6603,0.8793,0.4232,0.6365,0.4975,0.9364,0.6083,0.6264,0.6087,0.6374,0.9091,0.6457,0.8925,0.9292,0.0000,310
0.9830,0.7221,0.9163,0.8143,0.5198,0.8996,0.7480,0.7290,0.7488,0.7255,0.9474,0.9977,0.8925,0.9292,0.0000,175
0.7086,0.6462,0.9656,0.5759,0.5645,0.7902,0.8190,0.6801,0.8192,0.8382,0.3220,0.7274,0.8925,0.9292,0.0000,180
0.9412,0.6980,0.8728,0.7903,0.5073,0.9091,0.9075,0.6880,0.9051,0.9506,0.8824,0.7348,0.8925,0.9292,0.0000,40
0.6709,0.8261,0.5894,0.7133,0.6287,0.8687,0.8357,0.7154,0.8408,0.8445,0.2500,0.7289,0.8925,0.9292,0.0000,350
0.5470,0.8779,0.9922,0.7480,0.8553,0.9508,0.6169,0.9105,0.6238,0.8622,0.8148,0.8574,0.8925,0.9292,0.0000,330
0.7653,0.5400,0.4930,0.6207,0.4613,0.8380,0.7593,0.6565,0.7493,0.6620,0.8750,0.8885,0.8925,0.9292,0.0000,10
0.9690,0.6720,0.7973,0.8086,0.6133,0.9806,0.7170,0.7354,0.7212,0.6820,0.8750,0.6470,0.8925,0.9292,0.0000,205
0.7193,0.8008,0.9027,0.6108,0.8266,0.8410,0.6886,0.8784,0.6918,0.9585,0.4783,0.7178,0.8925,0.9292,0.0000,160
0.7392,0.7890,0.6019,0.6600,0.6354,0.8482,0.8250,0.5993,0.8236,0.8640,0.5294,0.6991,0.8925,0.9292,0.0000,255
0.4672,0.7013,0.6164,0.4677,0.7155,0.8427,0.4997,0.9478,0.5012,0.6497,0.8333,0.6529,0.8925,0.9292,0.0000,350
0.6382,0.5476,0.6865,0.4794,0.4341,0.7426,0.6785,0.5792,0.6861,0.6655,0.7500,0.8376,0.8925,0.9292,0.0000,170
0.4063,0.3115,0.2840,0.4600,0.3672,0.8410,0.7179,0.4321,0.7179,0.4767,0.8571,0.5389,0.8925,0.9292,0.0000,350
0.9177,0.8702,0.7049,0.6856,0.7431,0.8330,0.7772,0.8119,0.7746,0.8527,0.4194,0.9381,0.8004,0.9564,0.0000,305
0.9635,0.9780,0.7775,0.6903,0.8577,0.9318,0.7380,0.8787,0.7456,0.4442,0.7778,0.7894,0.8004,0.9564,0.0000,260
0.7035,0.5978,0.7622,0.7434,0.8372,0.8853,0.7450,0.8071,0.7390,0.7611,0.3548,0.8747,0.8004,0.9564,0.0000,275
0.7939,0.4983,0.4833,0.8497,0.3174,0.9534,0.9458,0.4880,0.9281,0.8187,0.4615,0.8476,0.8004,0.9564,0.0000,290
0.8290,0.6237,0.6672,0.7642,0.7122,0.9061,0.8852,0.8673,0.8910,0.9638,0.9583,0.8443,0.8004,0.9564,0.0000,270
0.6757,0.7679,0.8055,0.7132,0.9048,0.8991,0.8690,0.8661,0.8708,0.7732,0.6667,0.9478,0.8004,0.9564,0.0000,160
0.7792,0.7763,0.7282,0.5537,0.7521,0.7768,0.7520,0.5694,0.7512,0.7696,0.7368,0.6752,0.8004,0.9564,0.0000,275
0.9830,0.7221,0.9163,0.8143,0.5198,0.8996,0.7480,0.7290,0.7488,0.7255,0.9474,0.9977,0.8004,0.9564,0.0000,200
0.6709,0.8261,0.5894,0.7133,0.6287,0.8687,0.8357,0.7154,0.8408,0.8445,0.2500,0.7289,0.8004,0.9564,0.0000,260
0.5470,0.8779,0.9922,0.7480,0.8553,0.9508,0.6169,0.9105,0.6238,0.8622,0.8148,0.8574,0.8004,0.9564,0.0000,230
0.7653,0.5400,0.4930,0.6207,0.4613,0.8380,0.7593,0.6565,0.7493,0.6620,0.8750,0.8885,0.8004,0.9564,0.0000,200
0.9690,0.6720,0.7973,0.8086,0.6133,0.9806,0.7170,0.7354,0.7212,0.6820,0.8750,0.6470,0.8004,0.9564,0.0000,200
0.7392,0.7890,0.6019,0.6600,0.6354,0.8482,0.8250,0.5993,0.8236,0.8640,0.5294,0.6991,0.8004,0.9564,0.0000,335
0.4672,0.7013,0.6164,0.4677,0.7155,0.8427,0.4997,0.9478,0.5012,0.6497,0.8333,0.6529,0.8004,0.9564,0.0000,135
0.4063,0.3115,0.2840,0.4600,0.3672,0.8410,0.7179,0.4321,0.7179,0.4767,0.8571,0.5389,0.8004,0.9564,0.0000,90
0.7939,0.4983,0.4833,0.8497,0.3174,0.9534,0.9458,0.4880,0.9281,0.8187,0.4615,0.8476,0.8960,0.7846,0.0000,290
0.8290,0.6237,0.6672,0.7642,0.7122,0.9061,0.8852,0.8673,0.8910,0.9638,0.9583,0.8443,0.8960,0.7846,0.0000,115
0.6757,0.7679,0.8055,0.7132,0.9048,0.8991,0.8690,0.8661,0.8708,0.7732,0.6667,0.9478,0.8960,0.7846,0.0000,230
0.7792,0.7763,0.7282,0.5537,0.7521,0.7768,0.7520,0.5694,0.7512,0.7696,0.7368,0.6752,0.8960,0.7846,0.0000,80
0.9830,0.7221,0.9163,0.8143,0.5198,0.8996,0.7480,0.7290,0.7488,0.7255,0.9474,0.9977,0.8960,0.7846,0.0000,320
0.9200,0.8537,0.7161,0.7357,0.9902,0.8727,0.7148,0.9381,0.7080,0.7868,0.6875,0.8944,0.8960,0.7846,0.0000,205
0.6709,0.8261,0.5894,0.7133,0.6287,0.8687,0.8357,0.7154,0.8408,0.8445,0.2500,0.7289,0.8960,0.7846,0.0000,120
0.7653,0.5400,0.4930,0.6207,0.4613,0.8380,0.7593,0.6565,0.7493,0.6620,0.8750,0.8885,0.8960,0.7846,0.0000,300
0.9690,0.6720,0.7973,0.8086,0.6133,0.9806,0.7170,0.7354,0.7212,0.6820,0.8750,0.6470,0.8960,0.7846,0.0000,290
0.8328,0.9298,0.7597,0.8572,0.7386,0.9574,0.8588,0.8125,0.8730,0.9443,0.5833,0.9091,0.8960,0.7846,0.0000,355
0.7392,0.7890,0.6019,0.6600,0.6354,0.8482,0.8250,0.5993,0.8236,0.8640,0.5294,0.6991,0.8960,0.7846,0.0000,55
0.4672,0.7013,0.6164,0.4677,0.7155,0.8427,0.4997,0.9478,0.5012,0.6497,0.8333,0.6529,0.8960,0.7846,0.0000,195
0.7939,0.4983,0.4833,0.8497,0.3174,0.9534,0.9458,0.4880,0.9281,0.8187,0.4615,0.8476,0.8960,0.6902,0.0000,295
0.8499,0.9459,0.5808,0.4882,0.3957,0.7649,0.5337,0.6140,0.5337,0.5872,0.2963,0.6627,0.8960,0.6902,0.0000,310
0.8290,0.6237,0.6672,0.7642,0.7122,0.9061,0.8852,0.8673,0.8910,0.9638,0.9583,0.8443,0.8960,0.6902,0.0000,110
0.6757,0.7679,0.8055,0.7132,0.9048,0.8991,0.8690,0.8661,0.8708,0.7732,0.6667,0.9478,0.8960,0.6902,0.0000,230
0.7792,0.7763,0.7282,0.5537,0.7521,0.7768,0.7520,0.5694,0.7512,0.7696,0.7368,0.6752,0.8960,0.6902,0.0000,255
0.9830,0.7221,0.9163,0.8143,0.5198,0.8996,0.7480,0.7290,0.7488,0.7255,0.9474,0.9977,0.8960,0.6902,0.0000,315
0.9200,0.8537,0.7161,0.7357,0.9902,0.8727,0.7148,0.9381,0.7080,0.7868,0.6875,0.8944,0.8960,0.6902,0.0000,210
0.9412,0.6980,0.8728,0.7903,0.5073,0.9091,0.9075,0.6880,0.9051,0.9506,0.8824,0.7348,0.8960,0.6902,0.0000,40
0.6709,0.8261,0.5894,0.7133,0.6287,0.8687,0.8357,0.7154,0.8408,0.8445,0.2500,0.7289,0.8960,0.6902,0.0000,65
0.7653,0.5400,0.4930,0.6207,0.4613,0.8380,0.7593,0.6565,0.7493,0.6620,0.8750,0.8885,0.8960,0.6902,0.0000,300
0.9690,0.6720,0.7973,0.8086,0.6133,0.9806,0.7170,0.7354,0.7212,0.6820,0.8750,0.6470,0.8960,0.6902,0.0000,280
0.8328,0.9298,0.7597,0.8572,0.7386,0.9574,0.8588,0.8125,0.8730,0.9443,0.5833,0.9091,0.8960,0.6902,0.0000,190
0.7392,0.7890,0.6019,0.6600,0.6354,0.8482,0.8250,0.5993,0.8236,0.8640,0.5294,0.6991,0.8960,0.6902,0.0000,130
0.4672,0.7013,0.6164,0.4677,0.7155,0.8427,0.4997,0.9478,0.5012,0.6497,0.8333,0.6529,0.8960,0.6902,0.0000,190
0.6382,0.5476,0.6865,0.4794,0.4341,0.7426,0.6785,0.5792,0.6861,0.6655,0.7500,0.8376,0.8960,0.6902,0.0000,50
0.4063,0.3115,0.2840,0.4600,0.3672,0.8410,0.7179,0.4321,0.7179,0.4767,0.8571,0.5389,0.8960,0.6902,0.0000,275
0.7765,0.4313,0.3500,0.5718,0.3880,0.7885,0.7753,0.6913,0.7748,0.6610,0.8966,0.5302,1.1114,0.8863,0.1116,285
0.8369,0.4808,0.3600,0.6163,0.2732,0.8132,0.8715,0.6712,0.8759,0.7666,0.3810,0.6357,1.1114,0.8863,0.1116,190
0.7939,0.4983,0.4833,0.8497,0.3174,0.9534,0.9458,0.4880,0.9281,0.8187,0.4615,0.8476,1.1114,0.8863,0.1116,110
0.6757,0.7679,0.8055,0.7132,0.9048,0.8991,0.8690,0.8661,0.8708,0.7732,0.6667,0.9478,1.1114,0.8863,0.1116,90
0.7792,0.7763,0.7282,0.5537,0.7521,0.7768,0.7520,0.5694,0.7512,0.7696,0.7368,0.6752,1.1114,0.8863,0.1116,270
0.9830,0.7221,0.9163,0.8143,0.5198,0.8996,0.7480,0.7290,0.7488,0.7255,0.9474,0.9977,1.1114,0.8863,0.1116,15
0.9200,0.8537,0.7161,0.7357,0.9902,0.8727,0.7148,0.9381,0.7080,0.7868,0.6875,0.8944,1.1114,0.8863,0.1116,30
0.4520,0.4037,0.6728,0.3055,0.3142,0.8025,0.4465,0.5139,0.4459,0.6805,1.0000,0.5388,1.1114,0.8863,0.1116,275
0.9690,0.6720,0.7973,0.8086,0.6133,0.9806,0.7170,0.7354,0.7212,0.6820,0.8750,0.6470,1.1114,0.8863,0.1116,330
0.8328,0.9298,0.7597,0.8572,0.7386,0.9574,0.8588,0.8125,0.8730,0.9443,0.5833,0.9091,1.1114,0.8863,0.1116,210
0.5407,0.8558,0.6548,0.6973,0.8343,0.9413,0.8281,0.9663,0.8258,0.9205,0.5263,0.9488,1.1114,0.8863,0.1116,130
0.7472,0.8106,0.6210,0.8974,0.5845,0.8769,0.8311,0.8678,0.8508,0.9662,1.0000,0.9999,1.1114,0.8863,0.1116,105
0.4672,0.7013,0.6164,0.4677,0.7155,0.8427,0.4997,0.9478,0.5012,0.6497,0.8333,0.6529,1.1114,0.8863,0.1116,200
0.7765,0.4313,0.3500,0.5718,0.3880,0.7885,0.7753,0.6913,0.7748,0.6610,0.8966,0.5302,1.0374,0.9652,0.1752,270
0.5675,0.7861,0.7519,0.5862,0.9411,0.8445,0.6666,0.8755,0.6624,0.6484,1.0000,0.8931,1.0374,0.9652,0.1752,180
0.8290,0.6237,0.6672,0.7642,0.7122,0.9061,0.8852,0.8673,0.8910,0.9638,0.9583,0.8443,1.0374,0.9652,0.1752,115
0.6757,0.7679,0.8055,0.7132,0.9048,0.8991,0.8690,0.8661,0.8708,0.7732,0.6667,0.9478,1.0374,0.9652,0.1752,115
0.7792,0.7763,0.7282,0.5537,0.7521,0.7768,0.7520,0.5694,0.7512,0.7696,0.7368,0.6752,1.0374,0.9652,0.1752,150
0.9203,0.9004,0.9748,0.9149,0.9780,0.9968,0.7041,0.9001,0.7065,0.7701,0.4211,0.9290,1.0374,0.9652,0.1752,180
0.4520,0.4037,0.6728,0.3055,0.3142,0.8025,0.4465,0.5139,0.4459,0.6805,1.0000,0.5388,1.0374,0.9652,0.1752,295
0.9690,0.6720,0.7973,0.8086,0.6133,0.9806,0.7170,0.7354,0.7212,0.6820,0.8750,0.6470,1.0374,0.9652,0.1752,310
0.8328,0.9298,0.7597,0.8572,0.7386,0.9574,0.8588,0.8125,0.8730,0.9443,0.5833,0.9091,1.0374,0.9652,0.1752,210
0.5407,0.8558,0.6548,0.6973,0.8343,0.9413,0.8281,0.9663,0.8258,0.9205,0.5263,0.9488,1.0374,0.9652,0.1752,340
0.7472,0.8106,0.6210,0.8974,0.5845,0.8769,0.8311,0.8678,0.8508,0.9662,1.0000,0.9999,1.0374,0.9652,0.1752,150
0.4672,0.7013,0.6164,0.4677,0.7155,0.8427,0.4997,0.9478,0.5012,0.6497,0.8333,0.6529,1.0374,0.9652,0.1752,90
0.7765,0.4313,0.3500,0.5718,0.3880,0.7885,0.7753,0.6913,0.7748,0.6610,0.8966,0.5302,1.0374,0.8383,0.0916,275
0.8290,0.6237,0.6672,0.7642,0.7122,0.9061,0.8852,0.8673,0.8910,0.9638,0.9583,0.8443,1.0374,0.8383,0.0916,290
0.6757,0.7679,0.8055,0.7132,0.9048,0.8991,0.8690,0.8661,0.8708,0.7732,0.6667,0.9478,1.0374,0.8383,0.0916,265
0.9830,0.7221,0.9163,0.8143,0.5198,0.8996,0.7480,0.7290,0.7488,0.7255,0.9474,0.9977,1.0374,0.8383,0.0916,315
0.9200,0.8537,0.7161,0.7357,0.9902,0.8727,0.7148,0.9381,0.7080,0.7868,0.6875,0.8944,1.0374,0.8383,0.0916,30
0.4520,0.4037,0.6728,0.3055,0.3142,0.8025,0.4465,0.5139,0.4459,0.6805,1.0000,0.5388,1.0374,0.8383,0.0916,295
0.9690,0.6720,0.7973,0.8086,0.6133,0.9806,0.7170,0.7354,0.7212,0.6820,0.8750,0.6470,1.0374,0.8383,0.0916,295
0.8328,0.9298,0.7597,0.8572,0.7386,0.9574,0.8588,0.8125,0.8730,0.9443,0.5833,0.9091,1.0374,0.8383,0.0916,355
0.5407,0.8558,0.6548,0.6973,0.8343,0.9413,0.8281,0.9663,0.8258,0.9205,0.5263,0.9488,1.0374,0.8383,0.0916,220
0.9598,0.9019,0.5511,0.7692,0.7640,0.9161,0.8309,0.7485,0.8446,0.6527,0.4500,0.8971,1.0374,0.8383,0.0916,25
0.4672,0.7013,0.6164,0.4677,0.7155,0.8427,0.4997,0.9478,0.5012,0.6497,0.8333,0.6529,1.0374,0.8383,0.0916,295
0.5802,0.5105,0.6658,0.5249,0.5692,0.7646,0.6328,0.7008,0.6337,0.6485,0.7857,0.7516,1.0536,0.5934,0.1280,345
0.7765,0.4313,0.3500,0.5718,0.3880,0.7885,0.7753,0.6913,0.7748,0.6610,0.8966,0.5302,1.0536,0.5934,0.1280,15
0.8369,0.4808,0.3600,0.6163,0.2732,0.8132,0.8715,0.6712,0.8759,0.7666,0.3810,0.6357,1.0536,0.5934,0.1280,175
0.6757,0.7679,0.8055,0.7132,0.9048,0.8991,0.8690,0.8661,0.8708,0.7732,0.6667,0.9478,1.0536,0.5934,0.1280,270
0.9830,0.7221,0.9163,0.8143,0.5198,0.8996,0.7480,0.7290,0.7488,0.7255,0.9474,0.9977,1.0536,0.5934,0.1280,210
0.9200,0.8537,0.7161,0.7357,0.9902,0.8727,0.7148,0.9381,0.7080,0.7868,0.6875,0.8944,1.0536,0.5934,0.1280,345
0.4520,0.4037,0.6728,0.3055,0.3142,0.8025,0.4465,0.5139,0.4459,0.6805,1.0000,0.5388,1.0536,0.5934,0.1280,160
0.8328,0.9298,0.7597,0.8572,0.7386,0.9574,0.8588,0.8125,0.8730,0.9443,0.5833,0.9091,1.0536,0.5934,0.1280,125
0.5407,0.8558,0.6548,0.6973,0.8343,0.9413,0.8281,0.9663,0.8258,0.9205,0.5263,0.9488,1.0536,0.5934,0.1280,275
0.7472,0.8106,0.6210,0.8974,0.5845,0.8769,0.8311,0.8678,0.8508,0.9662,1.0000,0.9999,1.0536,0.5934,0.1280,180
0.4672,0.7013,0.6164,0.4677,0.7155,0.8427,0.4997,0.9478,0.5012,0.6497,0.8333,0.6529,1.0536,0.5934,0.1280,270
0.7765,0.4313,0.3500,0.5718,0.3880,0.7885,0.7753,0.6913,0.7748,0.6610,0.8966,0.5302,0.9747,0.8864,0.2479,165
0.8369,0.4808,0.3600,0.6163,0.2732,0.8132,0.8715,0.6712,0.8759,0.7666,0.3810,0.6357,0.9747,0.8864,0.2479,85
0.6757,0.7679,0.8055,0.7132,0.9048,0.8991,0.8690,0.8661,0.8708,0.7732,0.6667,0.9478,0.9747,0.8864,0.2479,310
0.9830,0.7221,0.9163,0.8143,0.5198,0.8996,0.7480,0.7290,0.7488,0.7255,0.9474,0.9977,0.9747,0.8864,0.2479,345
0.4520,0.4037,0.6728,0.3055,0.3142,0.8025,0.4465,0.5139,0.4459,0.6805,1.0000,0.5388,0.9747,0.8864,0.2479,165
0.8328,0.9298,0.7597,0.8572,0.7386,0.9574,0.8588,0.8125,0.8730,0.9443,0.5833,0.9091,0.9747,0.8864,0.2479,50
0.5407,0.8558,0.6548,0.6973,0.8343,0.9413,0.8281,0.9663,0.8258,0.9205,0.5263,0.9488,0.9747,0.8864,0.2479,190
0.7472,0.8106,0.6210,0.8974,0.5845,0.8769,0.8311,0.8678,0.8508,0.9662,1.0000,0.9999,0.9747,0.8864,0.2479,160
0.4672,0.7013,0.6164,0.4677,0.7155,0.8427,0.4997,0.9478,0.5012,0.6497,0.8333,0.6529,0.9747,0.8864,0.2479,80
