MomentMag,Mech,VS30,RjbWork,Ia
5.3,1,346,71.27,0.027381
6.5,1,346,279.49,0.003986
5.1,1,346,281.45,0.000036
5.8,3,390,34.36,0.29956
4.8,1,390,107.78,0.013454
4.9,1,390,15.936038,0.27731
5.4,2,390,198.35,0.000738
5,1,390,127.6,0.001663
6,1,390,186.14,0.016997
5.3,1,390,225.62,0.003468
5.1,1,390,184.56,0.001197
5.2,1,390,228.59,0.000362
5.3,1,390,225.38,0.000443
6.5,1,390,204.74,0.10762
5.1,1,390,220.22,0.000457
5.4,2,320,112.25,0.027525
4.9,2,320,118.18,0.001309
5.3,2,320,112.86,0.005357
6,1,320,285.31,0.00226
5.3,1,320,243.16,0.000624
5.1,1,320,287.53,0.000104
5.3,2,320,78.67,0.046844
5.2,1,320,78.61,0.037278
5.1,2,320,249.22,0.000062
5.3,1,320,77.62,0.076612
6.5,1,320,275.95,0.008126
5.1,1,320,278.82,0.000074
5.8,1,409,246.53,0.024245
5.4,2,409,113.34,0.13969
4.9,2,409,119.3,0.00575
5.3,2,409,113.87,0.023854
6,1,409,287.61,0.008595
5.2,2,409,219.53,0.002374
5.3,1,409,244.92,0.003785
5.1,1,409,289.94,0.000806
5.3,2,409,78.29,0.11375
5.2,1,409,78.23,0.084772
5.1,2,409,246.58,0.00043
5.3,1,409,77.37,0.2384
6.5,1,409,278.17,0.031362
5.1,1,409,280.89,0.000619
5.4,2,412,111.26,0.008423
4.9,2,412,117.22,0.00047
5.3,2,412,111.79,0.002535
6,1,412,285.78,0.001471
5.2,2,412,218.12,0.00012
5.3,1,412,242.86,0.000371
5.1,1,412,288.2,0.000059
5.3,2,412,76.66,0.016113
5.2,1,412,76.6,0.010871
5.1,2,412,247.52,0.000026
5.3,1,412,75.69,0.023375
6.5,1,412,276.29,0.005309
5.1,1,412,278.93,0.000039
5.2,2,350,100.08,0.003498
5.8,1,350,235.5,0.001507
5.4,2,593,161.45,0.00079
5.8,3,593,243.79,0.000553
5.4,3,593,53.34,0.064921
5.3,3,593,57.2,0.034691
4.8,1,593,152.04,0.001642
6.1,2,593,156.52,0.006353
5,3,593,243.94,0.000028
5.2,2,506,56.54,0.00799
5.3,2,506,51.65,0.01263
5.8,1,506,192.03,0.001082
5.1,2,408,258.66,0.000082
5.3,1,408,149.69,0.00121
5.1,1,408,296.71,0.000074
5.1,1,553,39.5,2.0141
4.6,2,553,23.1,0.22441
5,2,553,26.2,0.77879
5.1,2,553,25.9,1.1728
5.3,2,553,22.1,6.1878
5.2,3,333,20.3,2.3135
5.3,3,333,43,1.2633
5.4,1,333,19.2,1.5923
6.2,1,333,17,24.6019
5.4,3,333,18.9,1.484
4.9,1,333,17.7,1.8535
5,3,384,179.08,0.001197
5.8,3,384,253.42,0.001588
5.4,2,384,167.2,0.007399
4.9,2,384,164.75,0.000913
5.3,2,384,168.86,0.001078
5,1,384,125.01,0.001882
6.1,1,384,64.31,0.98931
5.4,3,384,83.54,0.045082
6,1,384,75.23,0.26179
5.2,2,384,252.07,0.000424
5.3,1,384,30.39,0.21333
5.1,1,384,100.23,0.02161
5.2,1,384,231.76,0.001136
5.3,1,384,229.41,0.000496
6.5,1,384,34.54,7.0013
5.1,1,384,35.61,0.78034
5.2,3,115,25.5,2.6743
5.2,3,115,20.5,3.4433
5.4,1,115,19,2.4088
4.9,1,115,17.6,2.271
5.2,2,397,79.68,0.003061
5.3,1,397,240.8,0.000346
5.3,2,397,217.2,0.00011
5.2,1,397,217.57,0.000088
5.3,1,397,218.05,0.0001
6.5,1,397,296.28,0.003206
5.1,1,397,295.09,0.00005
5.3,2,397,99.53,0.005991
5.4,2,496,205.33,0.000775
5,1,496,167.69,0.000446
6.1,1,496,96.53,0.95149
5.4,3,496,113.89,0.10077
6,1,496,103.63,0.25451
5.3,1,496,73.82,0.015044
5.1,1,496,130.47,0.032985
5.3,2,496,267.98,0.000333
5.2,1,496,268.57,0.000126
5.3,1,496,266.36,0.00006
6.5,1,496,68.6,1.3963
5.1,1,496,70.51,0.031501
5,1,496,47.46,0.051721
5,1,496,88.92,0.009829
4.4,2,543,40.1,0.031214
4.2,2,502,89.1,0.000096
5.3,1,502,213.2,0.000081
4.2,2,502,91,0.000016
5.3,2,395,82.6,0.037494
4.5,2,395,81.8,0.006258
4.8,2,395,82.6,0.010461
5.3,1,541,215.75,0.000815
5.2,2,541,250.75,0.000063
5.2,2,541,278.08,0.000083
5.4,2,541,274.84,0.000084
5.2,2,541,216.2,0.00008
5.3,2,541,220.29,0.000015
5.8,1,541,123.46,0.085555
6.9,1,541,191.3,0.11783
5.2,2,541,237.37,0.000065
5.3,2,541,182.31,0.000147
5.2,1,541,182.39,0.000398
5.1,2,541,70.05,0.014503
5.3,1,541,185.54,0.000487
5.3,2,406,199.32,0.001076
5.4,2,406,217.24,0.001854
5.4,3,406,273.3,0.000991
6,1,406,265.61,0.011755
5.2,2,406,158.18,0.001119
5.3,1,406,180.88,0.007484
5.1,1,406,289.99,0.000728
5.3,2,406,252.09,0.002325
5.2,1,406,252.79,0.000956
5.3,1,406,252.24,0.000379
6.5,1,406,224.89,0.086252
5.1,1,406,225.51,0.002256
5,3,415,142.52,0.000198
5.8,3,415,16.44,0.079249
4.8,1,415,124.21,0.000984
4.9,1,415,19.549124,0.048932
6,1,415,175.02,0.003231
5.3,1,415,225.47,0.000182
5.1,1,415,174.03,0.000078
5.3,2,415,243.5,0.000042
5.2,1,415,245.01,0.000053
5.3,1,415,242.03,0.000046
6.5,1,415,198.41,0.007268
5.1,1,415,214.77,0.000022
4.8,1,438,17.2,0.22744
6,3,438,35.3,1.22
5.3,1,438,41.2,0.14376
4.5,2,438,2.2,0.47121
4.7,1,438,8.3,0.37123
5.1,3,438,1.5,7.0933
5.1,3,438,1.7,4.752
5.4,3,438,1.3,24.3454
4.6,1,438,6,0.35385
5,1,438,3,0.90013
5.6,1,438,60.2,0.90621
5.1,1,438,26.8,0.49674
5,2,438,7.8,3.6864
6.6,3,438,54.2,7.7251
5.5,3,438,40.3,0.65208
5.5,3,438,37.7,0.94244
5.7,3,438,42,0.59262
5,1,438,14.9,3.7602
6.4,1,438,31.4,28.4027
5.8,3,333,99.51,0.033397
4.8,1,333,187.85,0.001344
5.4,2,333,152.21,0.004842
4.9,2,333,154.07,0.000517
5.3,2,333,157.81,0.000991
5,1,333,45.17,0.07048
5.4,3,333,108.81,0.008453
6,1,333,109.56,0.2106
5.3,1,333,139.07,0.014373
5.1,1,333,105.31,0.011316
5.2,1,333,203,0.002104
5.3,1,333,200.56,0.002282
6.5,1,333,117.83,0.5696
5.1,1,333,131.95,0.004975
5.4,2,225,150.57,0.00474
4.9,2,225,152.43,0.000727
5.3,2,225,156.17,0.001198
5,1,225,45.54,0.15774
5.4,3,225,108.96,0.016677
6,1,225,110.02,0.32573
6.5,1,225,117.54,1.0597
5.1,1,225,131.5,0.01001
5.5,3,471,39.5,0.52954
5.5,3,471,37,0.81425
5,1,471,14.2,1.2587
6.4,1,471,31.7,13.7081
5.1,2,389,261.65,0.000188
5,3,389,268.02,0.000023
6.1,3,389,180.33,0.047869
5.5,1,389,192.34,0.004367
5.4,2,389,203.61,0.001382
5.1,2,389,168.01,0.004757
6,2,393,24.1,3.8354
4.5,2,393,71.7,0.005411
5.2,1,338,284.07,0.000013
5,3,338,215.34,0.000013
6.1,3,338,129.07,0.050868
5.5,1,338,140.87,0.007314
5.4,2,338,151.35,0.001661
5.5,3,362,158.04,0.002761
5.1,1,362,70.8,0.014505
5.4,2,362,85.44,0.009265
5.3,2,362,89.76,0.002495
5,1,362,86.33,0.008263
6.1,1,362,113.52,0.12185
5.4,3,362,119.54,0.006067
6,1,362,120.09,0.097847
5.3,1,362,88.4,0.023375
5.1,1,362,127.17,0.00441
5.3,2,362,144.61,0.001539
5.2,1,362,145.83,0.001218
5.3,1,362,143.27,0.001325
6.5,1,362,109.72,0.36124
5.1,1,362,112.79,0.006786
5,1,362,120.87,0.003921
5,1,362,117.84,0.002199
5.1,2,478,273.31,0.00013
5,3,478,255.32,0.000027
6.1,3,478,168.06,0.060958
5.5,1,478,180,0.008353
5.4,2,478,191.03,0.002458
5.1,2,478,170.69,0.010421
6.1,2,408,280.86,0.000361
5.2,1,408,268.25,0.000021
5,3,408,199.45,0.000023
6.1,3,408,112.44,0.094058
5.5,1,408,124.48,0.014022
5.4,2,408,135.24,0.002755
5,3,461,230.09,0.000006
6.1,3,461,144.56,0.012785
5.5,1,461,156.12,0.001846
5.4,2,461,166.35,0.000516
5.1,2,461,177.01,0.001574
4.4,2,430,62.2,0.06399
6.4,1,430,183.4,0.12143
5.4,1,422,20.4,0.86798
4.9,2,408,20.1,1.488
4.4,2,408,20.5,0.13014
4.4,2,431,4.7,0.103
4.4,2,431,22.1,0.16164
5.4,1,359,20.3,1.7885
5.2,2,428,89.83,0.003915
5.4,2,428,281.7,0.000088
6.2,1,428,64.13,0.40394
6.1,3,428,179.82,0.041966
5.5,1,428,191.82,0.004179
5.4,2,428,203.08,0.00122
5.1,2,401,262.26,0.000188
5,3,401,267.45,0.000027
6.1,3,401,179.73,0.051165
5.5,1,401,191.75,0.00504
5.4,2,401,203.03,0.001524
5.1,2,407,283.41,0.000077
5,3,407,247.77,0.000029
6.1,3,407,159.23,0.055563
5.5,1,407,171.58,0.006451
5.4,2,407,183.22,0.00186
5.3,2,446,185.77,0.000237
5.2,2,446,89.61,0.064956
5.4,2,446,91.43,0.24122
5.4,3,446,67.37,0.078491
5.3,3,446,68.03,0.0321
4.8,1,446,180.34,0.000347
6.1,2,446,115.48,0.012047
5.3,3,446,135.86,0.001675
6.1,3,446,189.58,0.027363
5.5,1,446,203.57,0.000886
5.4,2,446,203.65,0.001155
4.4,3,513,55.4,0.43344
5.8,3,415,293.51,0.000356
5.4,3,415,68.04,0.083903
5.3,3,415,68.67,0.032578
4.8,1,415,180.99,0.000711
6.3,3,415,105.26,0.049297
6.1,2,415,115.06,0.026627
6.1,3,415,188.52,0.061045
5.5,1,415,202.53,0.002086
5.4,2,415,202.63,0.002721
4.9,2,293,19.1,0.67818
5.8,1,529,241.08,0.000128
5.2,2,529,83.2,0.000486
5.3,1,529,244.51,0.00002
5.3,2,529,221.37,0.000017
5.2,1,529,221.74,0.000014
5.3,1,529,222.23,0.00001
5.4,3,447,212.74,0.003573
5.3,3,447,213.12,0.001106
6.1,2,447,217.09,0.006879
5.2,1,447,254.8,0.000139
5,3,447,212.51,0.000246
5.1,2,447,283.02,0.000264
5.3,3,447,240.53,0.000396
6.1,3,447,165.26,0.14511
5.5,1,447,179.03,0.006888
5.4,2,447,189.92,0.008644
5.4,2,553,132.92,0.040137
5.4,3,553,46.81,1.6252
5.3,3,553,46.93,0.7347
4.8,1,553,171.73,0.014442
5.1,1,197,125.42,0.031416
5.3,2,197,219.39,0.006234
5,1,197,138.77,0.10433
5.8,1,197,177.39,0.48609
5.2,2,197,277.32,0.003171
5.1,2,197,252.3,0.003148
6,2,458,5.8,13.5661
4.6,2,458,17.5,0.023949
5.9,2,446,271.38,0.002268
5.1,1,446,239.26,0.000099
5.2,2,446,276.65,0.000051
5,1,446,251.14,0.000464
5.8,1,446,57.62,0.27235
5.3,2,446,272.88,0.000008
5.2,2,446,219.47,0.000055
5.2,1,446,216.11,0.000057
5.1,2,446,46.72,0.011782
5.3,1,446,219.84,0.000141
5.4,2,508,196.73,0.000168
4.9,2,508,195.08,0.000023
6,1,508,235.44,0.000785
5.2,2,508,160.27,0.000071
5.3,1,508,150.95,0.000577
5.1,1,508,259.89,0.000063
5.3,2,508,237.24,0.000162
5.2,1,508,237.99,0.000078
5.3,1,508,237.2,0.000031
6.5,1,508,194.73,0.005548
5.1,1,508,195.46,0.000193
5.2,1,527,54.4,1.8711
4.6,2,527,7.8,0.64265
4.6,2,527,8.6,0.41519
5.1,2,527,23.3,1.8588
5.4,2,231,135.5,0.014403
5.2,2,231,130.82,0.029306
5.4,2,231,129.61,0.030828
6.2,1,231,282.76,0.031224
5.4,3,231,186.62,0.020217
5.3,3,231,184.66,0.009132
6.1,2,231,112.11,0.085341
5.2,1,231,120.79,0.007954
5,3,231,65.02,0.078577
5.3,3,231,134.99,0.00507
6.1,3,231,40.61,10.9772
5.5,1,231,54.26,0.52756
5.4,2,231,55.03,1.1072
5.2,2,492,281.44,0.000053
5.4,2,492,81.68,0.038238
5.2,2,492,114.53,0.044234
5.4,2,492,115.68,0.11343
5.4,3,492,67.08,0.3609
5,3,492,138.89,0.000663
5.3,3,492,88.43,0.038133
6.1,3,492,160.45,0.11947
5.5,1,492,173.31,0.00286
5.4,2,492,170.12,0.006999
5.8,1,464,162.45,0.009716
4.8,1,464,297.58,0.00001
5.4,2,464,97.72,0.002274
5.3,2,464,95.67,0.001631
5,1,464,277.61,0.000003
5.2,2,464,90.99,0.004285
5.3,1,464,223.5,0.000301
5.3,2,464,56.94,0.006576
5.2,1,464,57.71,0.004979
5.1,2,464,217.68,0.000034
5.3,1,464,59.52,0.009156
6.5,1,464,277.72,0.001195
5.1,1,464,276.75,0.000014
4.5,1,464,7.2,0.82058
5,2,464,22,11.3068
5.3,1,464,221.24,0.000082
5.3,2,464,144.03,0.000174
5.8,1,464,115.05,0.056452
5.4,2,464,160.23,0.001539
4.9,2,464,164.48,0.00005
5.3,2,464,157.27,0.000766
5.2,2,464,147.45,0.002205
4.5,1,378,45.9,0.3607
5.2,1,378,44.9,0.053152
5.2,2,378,120.5,0.00224
5.4,2,378,148.5,0.003376
4.9,1,378,30.5,0.022448
4.6,2,378,18.9,0.009248
4.7,1,378,18.5,0.03039
4.5,2,378,21.6,0.00691
4.4,2,378,23.4,0.024926
5.5,1,378,52.7,0.24491
4.3,1,378,55.5,0.001424
4.3,2,378,52.2,0.003403
4.5,1,378,51.2,0.005202
4.8,1,378,52.8,0.009307
4.3,1,378,55.4,0.003567
4.6,1,378,298.4,0.001809
4.3,1,378,56.2,0.003648
4.5,1,378,51.6,0.002997
4.6,2,378,20,0.058417
5.7,1,378,49.5,0.32432
4.9,1,378,56.6,0.00223
4.3,1,378,45.2,0.004365
5,1,378,48.3,0.009768
4.2,3,378,54.4,0.005051
5.2,2,378,135.7,0.00296
5.1,1,378,156.7,0.002403
5.8,3,315,183.43,0.00369
5.4,2,315,180.91,0.002326
5.3,2,315,183.87,0.000562
5,1,315,53.66,0.045703
6.1,1,315,17.98,1.6957
5.4,3,315,19.65,2.1402
6,1,315,21.93,22.5236
5.3,1,315,81.82,0.098846
5.1,1,315,30,5.8381
5.3,2,315,242.86,0.000916
5.2,1,315,244,0.000598
5.1,1,529,188.73,0.00021
5.2,2,529,125.96,0.000427
5.3,2,529,127.65,0.000175
5,1,529,203.97,0.000686
5.8,1,529,86.93,0.045715
6.9,1,529,16.08,11.8063
5.2,2,529,185.01,0.000046
5.2,1,529,269.71,0.000006
5.1,2,529,182.91,0.000167
5.3,1,529,272.7,0.000005
5.8,1,242,293.33,0.002343
5.3,2,242,85.18,0.006972
5,1,242,191.81,0.000403
6.1,1,242,173.22,0.11955
5.4,3,242,188.67,0.005549
6,1,242,285.17,0.056082
6.9,1,242,285.17,0.12051
5.2,2,242,130.35,0.003722
5.3,1,242,93.28,0.15043
5.1,1,242,203.52,0.002114
5.3,1,242,134.12,0.001649
6.5,1,242,150.2,0.39947
5.1,1,242,150.48,0.007061
5,1,242,170.34,0.001551
6,2,451,14.8,3.665
6,2,412,2.4,64.7689
4.7,2,412,8.9,0.20013
4.6,2,412,13.7,0.097584
5.1,1,219,170.91,0.005157
5.2,2,219,166.38,0.002416
5.3,2,219,166.72,0.001125
5,1,219,185.51,0.016598
5.8,1,219,148.39,0.18814
5.2,2,219,224.37,0.0011
5.1,2,219,238.21,0.000488
4.2,2,361,86.6,0.000458
4.3,2,506,13.7,0.031382
4.4,2,506,43.5,4.8256
4.3,2,506,11.2,0.50439
4.4,2,506,17.6,0.085087
4.8,1,506,126.9,0.0006
4.1,1,506,44.2,0.249
5.3,2,506,86.7,0.016931
4.5,2,506,85.8,0.002169
4.8,2,506,86.6,0.004554
5.2,2,388,87.29,0.003516
5.3,1,388,245.67,0.000151
5.2,1,388,225.5,0.000091
4.9,2,497,11.9,0.13606
4.9,2,335,9.5,0.19111
4.9,2,496,21.6,0.23746
4.4,2,496,16.7,0.74814
5.2,2,364,158.42,0.005049
5.2,2,364,49.88,0.13261
5.4,2,364,46.07,0.13239
5.4,3,364,212.35,0.006948
4.8,1,364,214.63,0.00062
6.3,3,364,216.45,0.02004
6.1,2,364,216.4,0.008932
6.1,3,364,164.47,0.2355
5.5,1,364,178.26,0.012565
5.4,2,364,189.14,0.013994
5,1,529,280.03,0.000333
5.8,1,529,143.89,0.092489
5.2,2,529,129.79,0.003169
5.2,1,529,250.88,0.000042
5.1,2,529,247.35,0.000157
5.3,1,529,252.53,0.000054
5.3,1,368,137.58,0.009144
5.2,2,368,87.42,0.11831
5.3,2,368,86.5,0.064099
5,1,368,268.43,0.001954
5.8,1,368,142.02,0.1272
6.9,1,368,72.67,6.1469
5.2,2,368,141.29,0.004736
5.1,2,368,244.73,0.000232
5.3,1,368,261.54,0.000345
6,2,341,32,1.9932
5.4,2,424,63.17,0.082891
4.9,2,424,69.25,0.004509
5.3,2,424,63.27,0.030796
5,1,424,210.64,0.000113
6,1,424,253.68,0.007582
5.2,2,424,177.88,0.000624
5.3,1,424,200.1,0.001924
5.1,1,424,259.65,0.000195
5.3,2,424,36.95,0.12446
5.2,1,424,36.87,0.13776
5.1,2,424,260.9,0.000077
5.3,1,424,34.07,0.29843
6.5,1,424,240.73,0.024642
5.1,1,424,241.16,0.000221
6,2,712,31.7,5.0787
6.4,1,712,151.7,0.25278
4.9,2,318,17.9,0.19013
4.9,2,475,22.9,0.092307
5.2,2,529,202.29,0.000087
5.2,2,529,163.72,0.000489
5.4,2,529,160.73,0.000529
5.8,1,529,236.27,0.000475
4.8,1,529,221.4,0.000066
5.3,2,529,192.13,0.000271
5.2,1,529,192.16,0.000846
5.1,2,529,177.01,0.000087
5.5,1,529,295.65,0.000032
5.3,1,529,193.57,0.001133
5.2,2,377,252.91,0.001289
5.3,2,377,252.68,0.000682
5,1,377,163.82,0.012922
5.8,1,377,231.8,0.021117
6.9,1,377,149.65,1.7249
5.1,1,279,188.55,0.000246
5.2,2,279,204.47,0.000632
5.3,2,279,201.83,0.000331
5.4,2,279,121.56,0.007622
5.3,2,279,121.69,0.001537
5,1,279,201.39,0.000112
6.1,1,279,168.04,0.057996
5.4,3,279,185.52,0.001736
6,1,279,179.45,0.014162
5.2,2,279,146.07,0.001136
5.3,1,279,87.28,0.044526
5.1,1,279,201.54,0.000787
5.3,2,279,171.81,0.010776
5.2,1,279,172.67,0.00301
5.3,1,279,171.12,0.000735
6.5,1,279,141.26,0.10636
5.1,1,279,141.82,0.004417
5,1,279,163.74,0.000479
5.8,3,430,104.88,0.001571
4.8,1,430,124.58,0.001123
5.4,2,430,129.32,0.00076
4.9,2,430,132.94,0.000085
5.3,2,430,134.47,0.000182
5,1,430,126.54,0.000147
6,1,430,190.51,0.006989
5.2,2,430,283.13,0.000014
5.3,1,430,188.12,0.000526
5.1,1,430,186.27,0.000165
5.3,2,430,154.98,0.000465
5.2,1,430,156.49,0.0004
5.3,1,430,153.35,0.000508
6.5,1,430,189.95,0.017141
5.1,1,430,200.67,0.000097
4.4,2,374,41.8,0.014707
4.3,2,374,9.6,1.6691
4.4,2,374,20,0.12836
4.2,2,374,87,0.000976
6,1,390,116.43,0.20148
6,1,320,118.17,0.21853
6,1,419,116.6,0.27699
6,1,211,114.55,0.57361
6,1,571,116.46,0.13693
6,1,535,118.08,0.059364
6,1,206,115.51,0.51648
6,1,350,116.7,0.45687
4.5,1,244,26.9,0.89488
4.4,1,244,28.3,0.49587
4.1,1,244,98.2,0.005384
4.3,1,244,43.4,0.046726
6.2,1,244,123.2,1.4446
5.1,3,244,128,0.047594
4.1,3,244,48.3,0.020418
4.2,3,244,55.2,0.017959
5,1,244,78.2,0.0126
4.5,3,244,40.7,0.006592
5.7,3,244,94,0.33263
4.1,1,244,79.9,0.002437
4.7,1,244,72.5,0.00601
4.2,1,244,47.7,0.044638
4.4,1,244,59.8,0.004097
4.9,2,244,82.5,0.003572
5.6,3,244,38.8,2.0435
5.1,3,244,27.1,0.54645
4.7,3,244,43.1,0.02589
4.8,3,244,43.8,0.068211
4.8,3,244,34.5,0.021585
4.2,3,244,50.7,0.016734
4.9,3,244,36,0.19056
5.5,3,244,30.6,3.7944
4.5,3,244,39,0.01787
4.5,3,244,34.1,0.085013
5.5,3,244,34.2,1.6182
4.2,3,244,40,0.030885
5.5,3,244,28.8,3.0862
5.7,3,244,26.9,3.216
5.2,3,244,49.5,0.34909
4,3,244,42.6,0.008081
5.1,3,244,35.6,0.49926
4.7,1,244,41.5,0.12294
5.4,3,244,34.7,0.51143
4.3,3,244,54.2,0.020877
4.1,3,244,35.4,0.027101
4.5,3,244,52.1,0.003656
4.2,3,244,37.9,0.004707
3.9,3,244,22.9,0.021173
4.1,2,244,55.2,0.005
4.2,3,244,39.9,0.03928
4.3,1,244,91.5,0.006771
5.7,1,244,93.3,0.23524
5,2,244,79.7,0.034406
4.5,1,244,83.5,0.006613
5.2,2,244,79.7,0.023406
4.7,3,244,32,0.47422
4.4,1,244,85.9,0.004703
5,1,244,17.4,1.3123
6.8,3,244,105.4,0.4344
6.5,0,244,164.8,0.22489
6.2,1,244,173.2,0.049794
4.9,1,244,25.4,0.79468
4.5,1,244,35.1,0.004681
4.1,1,244,30.8,0.010297
4.5,1,244,16.1,0.278
4.8,3,244,57.8,0.010798
5.1,2,244,150.3,0.007727
4.2,1,244,32.9,0.02927
5.3,2,381,51.8,2.3992
5.6,3,381,33.4,1.5923
5,1,381,24.1,2.5318
4.5,1,381,13.8,0.61571
5.4,1,381,28.3,6.2088
4.8,1,381,27.7,1.685
4.5,1,381,19.8,1.6586
4.9,1,381,14.5,1.951
5.1,1,381,13.9,7.5851
5.2,1,381,15,6.0261
4.8,1,381,21.5,0.31681
4.2,1,332,16.8,1.2105
6.4,1,332,100.7,14.6478
4.4,3,332,33.2,0.55766
5,3,332,140.6,0.006628
5.8,3,332,223.52,0.006441
5.4,2,332,178.16,0.017854
4.9,2,332,175.48,0.00334
5.3,2,332,179.89,0.00423
5,1,332,93.02,0.018707
5.4,3,332,45.02,0.75439
6,1,332,36.87,6.2838
5.2,2,332,281.1,0.001148
5.3,1,332,52,0.49585
5.1,1,332,61.71,0.26246
5.3,2,332,241.67,0.006966
5.2,1,332,242.62,0.003621
5.3,1,332,240.13,0.002509
6.5,1,332,1.58,195.4989
5.1,1,332,3.58,4.2917
5.2,2,584,32,0.26954
6.5,2,584,48.1,1.8908
5.2,2,446,150.35,0.000793
5.3,2,446,145.79,0.000901
5.8,1,446,285.28,0.000935
6.9,1,446,248.52,0.080213
5.2,2,446,108.84,0.001063
5.3,1,446,199.72,0.002296
5.3,2,446,222.09,0.000564
5.2,1,446,222.66,0.000378
6.5,1,446,251.33,0.0164
5.1,1,446,251.16,0.00042
5,1,446,273.79,0.000034
5.1,1,553,38,0.0799
5,3,553,66.76,0.011581
5.8,3,553,146.31,0.004103
4.8,1,553,256.65,0.000084
5.4,2,553,194.57,0.000371
5.3,3,872,19.5,2.1944
5.3,1,872,25,2.3137
5.6,2,237,7.3,0.87506
5.4,2,363,75.36,0.026345
4.9,2,363,77.29,0.002261
5.3,2,363,74.92,0.008797
6,1,363,249.27,0.001701
5.2,2,363,74.32,0.007908
5.3,1,363,162.45,0.007286
5.1,1,363,264.84,0.000096
5.3,2,363,86.64,0.027729
5.2,1,363,87.24,0.027732
5.1,2,363,287.74,0.000026
5.3,1,363,87.05,0.01674
6.5,1,363,219.24,0.008794
5.1,1,363,218.67,0.000172
5.8,1,359,221.43,0.003351
5.4,2,359,75.91,0.021698
4.9,2,359,77.68,0.001475
5.3,2,359,75.39,0.005355
6,1,359,248.51,0.001499
5.2,2,359,74.35,0.007566
5.3,1,359,161.46,0.008195
5.1,1,359,264.18,0.000071
5.3,2,359,88.02,0.01207
5.2,1,359,88.63,0.014415
5.1,2,359,289.17,0.000022
5.3,1,359,88.42,0.007357
6.5,1,359,218.32,0.009416
5.1,1,359,217.76,0.000177
5.3,1,510,222.32,0.000547
5.8,1,510,148.89,0.039615
4.9,2,1183,182.29,0.000042
5.3,2,1183,186.78,0.000056
5,1,1183,72.41,0.000976
6.1,1,1183,5.27,8.679
5.4,3,1183,21.32,0.50282
6,1,1183,15.21,2.9606
5.2,2,1183,298.11,0.000022
5.3,1,1183,71.65,0.006497
5.1,1,1183,37.74,0.11386
5.3,2,1183,247.28,0.00012
5.2,1,1183,248.34,0.000062
5.3,1,1183,245.8,0.000045
4.3,2,210,10.1,1.2345
4.4,2,210,20.8,0.18302
4.8,1,210,130.2,0.005154
5.3,2,210,83.4,0.061603
4.5,2,210,82.5,0.006932
4.8,2,210,83.3,0.014348
4.4,2,389,39.4,0.019452
4.3,2,389,11.1,0.81803
4.8,1,389,130.6,0.007522
4.1,1,389,40.8,0.010448
5.3,2,389,128,0.007551
4.2,2,389,88.6,0.002924
4.2,2,389,89.6,0.001384
5.3,2,389,83.2,0.11948
4.8,2,389,83,0.027112
4.3,2,230,11.6,0.66342
4.4,2,230,21.4,0.25155
5.1,1,230,143.6,0.006449
4.8,1,230,130.9,0.004759
4.1,1,230,40,0.011985
4.2,2,230,89.1,0.002115
5.1,1,396,239.94,0.000109
5,1,396,254.39,0.000456
5.8,1,396,171.79,0.013724
5.2,2,396,180.41,0.000594
5.1,2,396,272.55,0.00007
5.3,1,308,135.78,0.007929
5,1,366,247.89,0.000334
5.8,1,366,153.07,0.010714
6.9,1,366,83.35,1.2938
5.2,2,366,171.3,0.000545
5.2,1,366,288.84,0.00001
5.3,1,366,290.6,0.000009
4.6,2,285,15,0.07621
5.2,2,285,15.4,4.5672
4.1,2,285,24,0.36867
4.1,2,285,11,0.573
4.5,2,285,12,0.51117
6.4,1,285,90.8,5.3844
5.2,2,529,199.54,0.000174
5.4,2,529,198.85,0.000256
5.8,3,529,176.01,0.001151
5.4,3,529,282.94,0.000186
4.8,1,529,101.78,0.006051
4.9,1,529,151.932021,0.000471
5.4,2,529,158.43,0.000717
5.3,2,529,160.26,0.000172
6.1,1,529,284.17,0.001962
5.4,3,529,284.66,0.000079
5.3,1,529,267.54,0.000189
5.3,2,529,142.38,0.001432
5.2,1,529,142.3,0.00119
5.3,1,529,140.51,0.002209
5.4,2,243,62.3,0.33778
6.2,1,243,70.6,1.4934
5.3,1,243,29.8,0.89968
6,3,243,12.9,30.879
4.7,3,243,5.2,0.60473
4.7,3,243,11.3,1.0649
4.6,3,243,11.9,0.31773
4.7,3,243,5.3,0.94224
6.6,3,243,30.4,24.2612
6,1,243,51.5,2.4595
5.6,1,243,15.8,6.5665
6.2,1,243,120.2,2.8027
5.6,3,243,14.4,7.4761
5.1,3,243,6,2.7494
4.8,3,243,22.4,0.33306
4.8,3,243,12.8,0.78669
4.9,3,243,20,0.84859
5.5,3,243,15.4,11.8888
4.5,3,243,18.7,1.359
5.5,3,243,15.2,26.6074
4.2,3,243,18.8,0.40498
5.5,3,243,16,10.0951
5.7,3,243,8,14.3017
5.2,3,243,25.3,2.2066
4.6,3,243,14.6,0.41343
5.1,3,243,21,0.51599
5.4,3,243,12.6,15.9128
6.4,1,352,51.9,5.3128
4.5,1,352,62.6,0.004663
4.1,1,352,58.3,0.001768
5.1,1,352,71.4,0.057907
4.5,1,352,41,0.009571
4.2,3,352,80.7,0.002189
4.8,3,352,37.6,0.026853
4.8,1,352,233.69,0.000453
5.4,2,352,181.36,0.002573
4.9,2,352,181.72,0.00039
5,1,352,5.92,1.3144
