MM,Me,ln(Vs30),ln(RJB),ln(pgv_rot50)
5.1,1,6.480045,5.199160,-4.03458620
6.6,3,6.572283,4.333361,0.11644881
4.5,2,6.447306,3.558201,-1.41844572
4.2,1,6.447306,3.561046,-1.22618433
4.3,2,6.447306,2.525729,-1.35340132
4.5,2,6.447306,4.056989,-3.19506165
4.3,1,6.447306,2.054124,-0.16839498
5.1,3,6.447306,4.959342,-2.11511017
4.1,2,6.447306,5.557986,-1.88308560
6.8,3,6.447306,4.773224,1.33907172
6.5,0,6.447306,4.584967,0.27239075
6.2,1,6.447306,4.641502,-0.71660006
6.4,1,6.447306,5.422303,-1.02982344
5.6,3,6.447306,4.487512,-1.74749381
4.8,2,6.270988,3.194583,-0.99741945
5.6,2,6.297109,3.935740,0.09093699
5.4,2,6.297109,3.377588,-0.29802875
4.9,2,6.297109,3.311637,-1.25358330
5.3,2,6.297109,3.391820,-0.43788500
6.0,1,6.297109,5.230788,-1.30489872
5.2,2,6.297109,4.958710,-2.80807498
5.3,1,6.297109,4.706011,-1.72014603
5.1,1,6.297109,5.303106,-3.56443422
5.3,2,6.297109,4.475517,-1.00613339
5.2,1,6.297109,4.482211,-1.63876374
5.3,1,6.297109,4.457598,-2.54798703
6.5,1,6.297109,5.087349,-0.28592362
5.1,1,6.297109,5.088707,-3.17787785
6.5,2,5.726848,4.287716,2.11993548
5.2,2,5.726848,3.459466,0.65560106
6.4,1,5.710427,5.190732,1.04959710
6.4,1,5.771441,5.173321,0.76653704
5.4,2,5.746203,4.663250,-1.17668194
4.9,2,5.746203,4.651767,-2.81716777
5.3,2,5.746203,4.650335,-1.47028485
6.1,1,5.746203,5.377267,0.04210118
5.4,3,5.746203,5.445961,-1.56575601
6.0,1,5.746203,5.427282,-0.60873251
5.2,2,5.746203,4.498920,-1.79366128
5.3,1,5.746203,4.905275,-0.42712806
5.1,1,5.746203,5.509024,-2.48123340
5.3,2,5.746203,4.921002,-1.48091278
5.2,1,5.746203,4.926239,-1.78528050
5.3,1,5.746203,4.921585,-2.06743392
6.5,1,5.746203,5.258276,0.55858669
5.1,1,5.746203,5.257443,-1.60370438
5.2,2,6.095825,5.006627,-1.61349614
5.3,2,6.095825,4.990637,-1.72501713
5.4,2,6.095825,4.663156,-1.07563823
4.9,2,6.095825,4.651481,-2.80975076
5.3,2,6.095825,4.650430,-1.42786664
6.0,1,6.095825,5.423407,-0.72713839
5.1,1,5.598422,5.396442,-3.25899494
5.2,2,5.598422,4.997483,-1.85898961
5.3,2,5.598422,4.981550,-1.76026080
5.8,1,5.598422,5.568955,-1.98631556
5.0,1,5.598422,5.460139,-3.65000495
6.1,1,5.598422,5.378052,-0.09795467
6.0,1,5.598422,5.512824,-0.66710913
6.9,1,5.598422,5.512824,0.46429989
5.2,2,5.598422,4.494574,-1.62019557
5.3,1,5.598422,4.906903,-0.42571884
5.1,1,5.598422,5.509469,-2.56610803
5.3,2,5.598422,4.914712,-1.21042692
5.2,1,5.598422,4.919981,-1.66136299
5.3,1,5.598422,4.915298,-1.92373778
6.5,1,5.598422,5.259525,0.57171374
5.1,1,5.598422,5.258693,-1.86065949
5.0,1,5.598422,5.182626,-2.46569243
5.0,1,5.598422,5.360353,-2.56369015
5.0,1,5.517453,3.268047,-0.01767529
6.1,1,5.517453,4.389250,0.94491706
5.4,3,5.517453,4.384773,-0.86471873
5.3,1,5.517453,4.669552,-0.69962814
5.1,1,5.517453,4.383401,-1.14356781
5.3,2,5.517453,5.306583,-2.59789619
5.2,1,5.517453,5.313157,-2.40225074
5.3,1,5.517453,5.300565,-2.33744573
6.5,1,5.517453,4.441592,1.71206670
5.1,1,5.517453,4.585478,-1.46421266
5.0,1,5.517453,4.527641,-1.47884834
7.0,3,5.497168,4.074142,1.86487052
4.7,1,5.497168,2.791165,2.48131688
5.4,1,5.497168,2.772589,2.43807706
4.8,1,5.497168,3.034953,0.71642416
5.1,1,5.497168,2.653242,1.39180415
5.2,1,5.497168,2.694627,0.78253074
6.2,1,5.497168,2.839078,3.43169426
4.4,1,5.497168,2.760010,0.02790695
4.8,1,5.497168,2.995732,2.78105280
5.4,3,5.497168,1.840550,2.47846931
4.9,3,5.497168,2.660260,0.89621047
4.1,1,5.497168,3.526361,2.22038757
4.9,1,5.497168,3.190476,0.44430113
4.5,1,5.497168,2.041220,1.11955805
6.4,1,5.497168,4.677491,1.72067513
5.0,3,5.739793,5.101937,-2.29164515
5.8,3,5.739793,5.485792,-2.24148999
5.0,1,5.739793,4.716980,-2.44048028
5.4,3,5.739793,4.231785,-1.10461024
6.0,1,5.739793,4.104790,0.60600852
5.2,2,5.739793,5.569413,-2.92904606
5.3,1,5.739793,3.545009,0.41244072
5.1,1,5.739793,4.448984,-0.91579086
5.2,1,5.739793,5.456858,-2.74751374
5.3,1,5.739793,5.446522,-2.86107901
6.5,1,5.739793,2.996232,2.70724988
5.1,1,5.739793,3.051640,1.62686517
5.8,3,5.673323,2.104134,3.77787428
5.0,1,5.673323,2.906901,1.92582405
4.7,1,5.673323,2.797281,2.07358694
5.3,3,5.673323,3.998201,1.71390603
5.4,1,5.673323,2.772589,2.60276376
4.8,1,5.673323,3.034953,1.10595195
5.1,1,5.673323,2.660260,1.48552865
5.2,1,5.673323,2.701361,0.52010246
5.1,1,5.673323,2.797281,0.38410527
5.5,1,5.673323,3.005683,1.25524560
4.8,1,5.673323,3.226844,-0.33750277
6.4,1,5.673323,4.678421,1.87582484
5.1,1,6.270988,5.473488,-4.74253750
5.2,2,6.270988,4.553245,-1.99069833
5.3,2,6.270988,4.589346,-2.55880726
5.0,1,6.270988,5.533152,-3.80523351
5.8,1,6.270988,3.651178,-0.27529247
6.9,1,6.270988,3.650139,1.65358876
5.2,2,6.270988,4.982647,-2.82209835
5.3,2,6.270988,5.309554,-3.70769537
5.2,1,6.270988,5.315125,-3.28285450
5.1,2,6.270988,4.957656,-3.02567615
5.3,1,6.270988,5.332960,-3.32896975
5.7,1,6.011267,4.608166,-0.45460283
4.8,1,6.011267,4.332048,-1.06464574
4.7,1,6.011267,3.779634,-1.47281131
4.6,1,6.011267,3.650658,-1.83170685
4.9,1,6.011267,5.450180,-2.16013113
4.2,1,6.011267,3.939638,-3.03522182
5.1,1,6.011267,4.933034,-2.53388683
4.4,1,6.011267,3.206803,-0.27533198
4.8,1,6.011267,4.309456,-1.58303944
4.4,2,6.011267,3.655840,-1.24851700
4.2,1,6.011267,4.518522,-2.43100955
5.1,1,6.011267,4.898586,-2.27060205
4.5,2,6.011267,4.890349,-2.66519188
5.3,2,6.011267,4.655863,-1.64693212
5.3,1,6.011267,4.400603,-0.50982612
5.2,2,5.950643,4.910078,-2.08690936
5.3,2,5.950643,5.261913,-3.23500521
5.2,1,5.950643,5.267910,-2.99713325
5.1,2,5.950643,4.991588,-2.76791168
5.3,1,5.950643,5.285739,-3.11420054
5.4,3,6.059123,5.682355,-4.41479779
6.0,1,6.059123,5.649361,-2.43539674
5.2,2,6.059123,5.368869,-4.79882775
5.3,1,6.059123,5.351337,-3.63253693
6.5,1,6.059123,5.500319,-1.49686844
5.1,1,6.059123,5.504152,-4.02401658
5.3,2,6.270988,5.398163,-4.32768998
5.2,1,6.270988,5.399836,-4.41661808
5.3,1,6.270988,5.402047,-4.46297642
5.1,1,5.768321,5.554238,-4.56258974
5.2,2,5.768321,5.311924,-4.09901545
5.4,2,5.768321,5.304200,-4.20017185
5.2,2,5.768321,5.587211,-3.92394378
5.8,3,5.768321,5.478929,-3.75986001
5.8,1,5.768321,5.516971,-2.88784695
4.8,1,5.768321,5.088830,-3.41531659
5.4,2,5.768321,5.048060,-2.59218901
5.3,2,5.768321,5.050625,-3.12876094
5.0,1,5.768321,5.597977,-5.67257455
5.2,2,5.768321,5.522420,-3.69000008
5.3,1,5.768321,5.659273,-3.81926153
5.3,2,5.768321,4.741273,-2.92943904
5.2,1,5.768321,4.740924,-2.54187073
5.3,1,5.768321,4.741448,-1.56236351
6.0,1,5.517453,1.850028,4.64227327
5.3,1,5.517453,4.570993,-0.08131852
5.1,1,5.517453,2.507157,2.26038715
5.2,1,5.517453,5.572572,-2.55675502
5.3,1,5.517453,5.562795,-2.08457469
6.5,1,5.517453,3.397858,2.46648806
5.1,1,5.517453,3.876189,-0.73401084
5.0,1,5.517453,2.580217,0.70497693
4.8,1,5.517453,2.533697,1.58286804
6.6,3,5.517453,4.218036,0.06849942
4.5,1,5.517453,2.332144,0.65430240
4.8,1,5.517453,2.541602,0.13924007
4.7,1,5.517453,2.406945,-0.35016759
4.8,3,5.517453,2.351375,0.05496156
4.4,1,5.517453,2.839078,-1.10633201
4.1,1,5.517453,3.161247,-0.18257759
6.2,1,5.517453,4.238445,1.65857087
5.4,3,5.517453,4.136765,-0.78877741
4.6,1,5.517453,3.716008,-0.27633338
4.4,1,5.517453,3.526361,-1.34036543
5.0,3,5.517453,2.639057,0.62567102
4.4,1,5.517453,3.288402,-0.80781757
5.7,3,5.517453,4.301359,-0.40921714
4.4,1,5.517453,2.639057,0.05590763
4.3,1,5.517453,2.197225,-1.79143952
4.3,1,5.517453,2.862201,-1.39456850
4.5,1,5.517453,2.533697,-1.12821619
4.5,2,5.517453,1.308333,1.19673669
5.1,3,5.517453,4.371976,-1.11898848
4.0,2,5.517453,3.000720,-0.40723167
4.3,1,5.517453,2.660260,-0.00561574
6.4,1,5.517453,4.529368,0.94623781
5.1,1,5.517453,3.126761,0.46987862
5.3,2,5.517453,5.568383,-2.82928607
5.3,1,5.517453,5.562987,-3.57934367
6.5,1,5.517453,3.403528,2.19201101
5.1,1,5.517453,3.879500,-1.26446618
5.0,1,5.517453,4.286616,-1.89585412
5.0,1,5.517453,3.342155,0.44545476
6.1,1,5.517453,0.943906,3.94926099
6.4,1,6.124683,5.023881,0.60867802
5.4,1,5.891644,4.050044,-2.16796679
6.2,1,5.891644,3.914021,-0.59907413
4.5,3,5.891644,4.332048,-4.97992182
4.6,3,5.891644,4.210645,-4.18055626
4.4,3,5.891644,4.075841,-4.84255212
5.4,3,5.891644,4.574711,-2.89835151
4.9,3,5.891644,4.467057,-3.69796056
4.5,3,5.891644,4.430817,-4.83146871
4.9,3,5.891644,4.579852,-3.87203336
4.7,1,5.891644,4.470495,-3.77806046
4.9,3,5.891644,4.494239,-4.03951553
4.7,3,5.891644,4.453184,-4.88409075
4.4,1,5.891644,4.361824,-4.01871774
4.6,3,5.891644,3.832980,-3.41598620
4.7,3,5.891644,4.207673,-3.39180166
4.6,3,5.891644,4.218036,-3.57120309
4.9,3,5.891644,4.384524,-3.14539305
4.9,3,5.891644,4.573680,-3.38892302
5.1,1,6.139885,4.436515,-3.40412165
5.0,3,6.139885,4.999911,-4.15875509
5.8,3,6.139885,5.396396,-3.92810158
5.3,2,6.139885,5.099073,-4.09007370
5.0,1,6.139885,4.515683,-3.74270226
6.1,1,6.139885,3.607398,0.53297843
5.4,3,6.139885,4.010057,-1.64823072
6.0,1,6.139885,3.878880,-0.12759476
5.2,2,6.139885,5.584323,-4.54642969
5.3,1,6.139885,3.638112,-1.27135982
5.1,1,6.139885,4.269138,-2.01103551
5.3,2,6.139885,5.419340,-3.61432872
5.2,1,6.139885,5.423495,-4.34357545
5.0,3,5.886104,5.146447,-2.31019397
5.8,3,5.886104,4.424367,-0.64237802
4.8,1,5.886104,4.827754,-2.40870145
5.4,2,5.886104,4.983470,-1.68556330
4.9,2,5.886104,5.008099,-3.05285304
5.3,2,5.886104,5.023420,-2.07904162
5.0,1,5.886104,4.724818,-2.26346054
5.4,3,5.886104,5.170314,-2.30307521
6.0,1,5.886104,5.173491,0.04707441
5.3,1,5.886104,5.236655,-1.34208611
5.1,1,5.886104,5.152424,-1.97508153
5.3,2,5.886104,5.172414,-1.82331206
5.2,1,5.886104,5.180940,-1.78105695
5.3,1,5.886104,5.164329,-1.81560144
6.5,1,5.886104,5.201751,0.52508350
5.1,1,5.886104,5.267858,-2.58409956
5.0,1,5.929589,5.667153,-3.84764075
5.2,2,5.929589,5.500850,-2.84795040
5.2,2,5.929589,4.528829,-1.15400873
5.4,2,5.929589,4.517104,-1.28663004
5.8,3,5.929589,5.509834,-2.87282461
5.4,3,5.929589,5.364994,-2.37206380
5.3,3,5.929589,5.365509,-2.59130771
4.8,1,5.929589,4.845918,-2.37243905
6.3,3,5.929589,5.534930,-1.80935334
6.1,2,5.929589,5.559181,-2.03584580
5.4,2,5.929589,5.558256,-3.34935474
5.3,2,5.929589,5.422524,-3.46082001
5.2,1,5.929589,5.422348,-3.15780424
5.3,3,5.929589,5.644563,-3.78038090
5.1,1,5.998937,5.375417,-4.55552325
5.2,2,5.998937,5.252116,-3.45481970
5.4,2,5.998937,5.254888,-3.19135794
5.8,3,5.998937,4.813159,-2.77662887
5.4,3,5.998937,5.409367,-3.93503578
5.3,3,5.998937,5.422082,-4.79206619
4.8,1,5.998937,2.995732,-1.11516859
5.4,2,5.998937,5.394582,-3.86877196
5.3,2,5.998937,5.406544,-4.47739282
5.0,1,5.998937,5.404118,-4.90257941
6.1,1,5.998937,5.651541,-2.48781889
5.4,3,5.998937,5.657669,-4.23844591
5.3,1,5.998937,5.695313,-4.17384242
5.1,1,5.998937,5.640985,-4.71339034
5.3,2,5.998937,5.389985,-3.73483963
5.2,1,5.998937,5.389483,-4.01002180
5.3,1,5.998937,5.378468,-3.87405307
5.8,1,5.768321,5.502400,-1.56384332
4.8,1,5.768321,5.143358,-2.09492073
5.4,2,5.768321,4.731627,-0.70706357
4.9,2,5.768321,4.782898,-2.41567541
5.3,2,5.768321,4.735848,-1.39416526
6.0,1,5.768321,5.664487,-1.23124123
5.2,2,5.768321,5.388158,-2.62601870
5.3,1,5.768321,5.502930,-2.31085923
5.1,1,5.768321,5.672808,-3.59070067
5.1,2,5.768321,5.502686,-3.80487409
5.3,1,5.768321,4.342116,-0.16840682
6.5,1,5.768321,5.631033,-0.89433356
5.1,1,5.768321,5.640417,-3.55515308
5.9,2,6.626718,3.561046,1.62596066
6.4,2,6.626718,3.346389,1.26194922
5.6,2,6.626718,3.284664,-0.27301680
5.6,2,6.626718,2.734368,1.12823581
4.8,1,5.723585,5.518055,-3.59794246
5.4,2,5.723585,4.718677,-1.56685746
4.9,2,5.723585,4.707366,-2.37570432
5.3,2,5.723585,4.747017,-2.20918583
5.0,1,5.723585,4.247495,-1.75002269
5.4,3,5.723585,4.481759,-0.72525723
6.0,1,5.723585,4.477791,0.61117762
5.2,2,5.723585,5.497865,-2.76164087
5.3,1,5.723585,4.150725,1.05955956
5.1,1,5.723585,4.583947,-0.94791041
5.3,2,5.723585,5.157790,-1.86355627
5.2,1,5.723585,5.164329,-2.46220235
5.3,1,5.723585,5.149585,-2.47198648
6.5,1,5.723585,4.340032,1.80321032
5.1,1,5.723585,4.382027,-0.80979336
6.4,1,4.510860,3.280911,2.10629036
4.8,1,6.084499,4.787075,-3.05427282
5.4,2,6.084499,5.394264,-3.11950572
5.3,2,6.084499,5.422922,-4.10974250
5.3,1,6.084499,5.463323,-3.45456651
5.1,1,6.084499,5.207024,-4.23284830
5.3,2,6.084499,5.526767,-3.61793649
5.2,1,6.084499,5.532757,-3.59772335
5.3,1,6.084499,5.520420,-3.52832646
5.1,1,6.084499,5.414009,-4.47677697
5.0,1,6.084499,5.363309,-4.77556712
5.2,2,6.282267,5.507849,-3.66122538
5.3,2,6.282267,5.494377,-3.70965375
5.4,2,6.282267,5.156523,-2.43202202
5.3,2,6.282267,5.159572,-3.21752674
6.1,1,6.282267,5.087349,-0.48671855
5.4,3,6.282267,5.198884,-2.64428698
6.0,1,6.282267,5.152656,-1.29345997
5.3,1,6.282267,4.528505,-1.78617509
5.1,1,6.282267,5.287054,-3.12183986
5.3,2,6.282267,5.424157,-2.61498344
5.2,1,6.282267,5.427985,-3.26943255
5.3,1,6.282267,5.420579,-3.62384106
6.5,1,6.282267,4.884165,-0.22658697
5.1,1,6.282267,4.891251,-2.38098998
5.0,1,6.282267,4.704382,-2.71955614
5.2,2,6.075346,5.641730,-4.31063664
5.3,2,6.075346,5.608152,-4.68006616
5.2,1,6.075346,5.609765,-4.34165274
5.1,2,6.075346,3.433342,-0.25759267
5.3,1,6.075346,5.622825,-3.80842905
5.2,2,6.040255,5.167411,-3.38242470
5.3,2,6.040255,5.140376,-3.22461728
5.4,2,6.040255,5.392900,-2.88718285
5.3,2,6.040255,5.387106,-3.94547638
6.9,1,6.040255,5.605986,-0.75529922
5.2,2,6.040255,4.910225,-3.35902909
5.3,1,6.040255,5.319736,-2.52090281
5.3,2,6.040255,5.505900,-3.46692060
5.2,1,6.040255,5.508335,-3.93095102
5.3,1,6.040255,5.507403,-3.85990505
6.5,1,6.040255,5.531213,-1.08210922
5.6,1,5.942799,2.923162,1.11720503
5.3,2,5.942799,2.251292,1.90116679
5.6,2,5.942799,3.523415,-1.01691249
6.4,1,5.942799,3.490429,1.65198003
5.5,2,5.942799,1.930071,1.66836698
5.4,2,5.942799,2.403335,2.05153063
4.4,2,6.139885,4.771532,-3.79695476
4.5,2,6.139885,5.227358,-6.11593993
4.9,2,6.139885,4.967728,-3.85347112
4.8,2,6.139885,4.162003,-2.50258601
4.8,2,6.139885,4.141546,-2.99733355
5.3,3,6.139885,5.623512,-5.01264231
4.8,1,6.139885,5.387655,-5.34024414
6.1,2,6.139885,5.677746,-3.58639507
5.0,3,6.139885,5.654907,-5.99474994
5.3,2,6.139885,5.476338,-4.02990605
5.2,1,6.139885,5.476380,-3.79610838
6.1,3,6.139885,5.445055,-2.27750231
5.5,1,6.139885,5.497209,-3.69349007
5.3,1,6.139885,5.481180,-3.27594895
5.4,2,6.139885,5.544161,-3.69590407
5.2,2,6.016157,4.554613,-1.51585650
5.3,2,6.016157,4.502140,-1.22553698
5.4,2,6.016157,5.533231,-3.94542468
5.3,2,6.016157,5.531292,-4.16029208
6.9,1,6.016157,5.098158,0.24066908
5.2,2,6.016157,4.651099,-2.15701397
5.3,1,6.016157,5.695044,-3.14344373
5.3,2,6.016157,5.517332,-3.67667424
5.2,1,6.016157,5.518095,-3.66997919
5.3,1,6.016157,5.521861,-4.18869920
5.0,3,6.013715,5.406050,-3.55707956
5.3,2,6.013715,5.648763,-4.26848369
5.8,3,6.013715,4.997347,-2.07314143
4.8,1,6.013715,4.999844,-2.43979180
5.4,2,6.013715,4.526776,-1.92572524
4.9,2,6.013715,4.563619,-3.23140398
5.0,1,6.013715,4.990705,-3.24879394
5.4,3,6.013715,5.307525,-3.16524028
6.0,1,6.013715,5.319981,-0.86676274
5.2,2,6.013715,5.491290,-3.94972487
5.3,1,6.013715,5.192735,-2.15485498
5.1,1,6.013715,5.315174,-3.09120847
5.3,2,6.013715,4.717427,-1.76954798
5.2,1,6.013715,4.730745,-1.79492447
6.5,1,6.013715,5.285789,-0.64928342
5.1,1,6.013715,5.320226,-3.04850034
4.4,2,6.139885,4.089332,-2.44679039
5.2,2,6.139885,4.506454,-1.35922409
4.7,2,6.139885,4.535820,-2.81046506
4.5,2,6.139885,3.841601,-2.46754229
5.2,2,6.270988,5.489599,-4.44714132
5.4,2,6.270988,5.483759,-4.23782240
5.2,2,6.270988,5.480764,-3.82781973
5.3,2,6.270988,5.489351,-4.09642673
5.8,3,6.270988,5.430617,-3.35986352
5.8,1,6.270988,5.487159,-2.32465689
4.8,1,6.270988,5.161753,-3.94988065
5.3,2,6.270988,4.741535,-2.09760551
5.0,1,6.270988,5.479847,-4.68007694
5.4,3,6.270988,5.669398,-3.88820883
6.0,1,6.270988,5.646153,-1.59864635
6.9,1,6.270988,5.646153,-1.04055095
5.2,2,6.270988,5.379298,-3.49410246
5.3,1,6.270988,5.510198,-3.04448144
5.1,1,6.270988,5.683035,-4.19200149
5.3,2,6.270988,4.336114,-1.49116611
5.2,1,6.270988,4.335328,-1.46715741
5.3,1,6.270988,4.327438,-0.87526876
6.5,1,6.270988,5.640346,-1.07830979
5.1,1,6.270988,5.648622,-4.16898191
5.0,1,6.270988,5.670088,-4.95485533
5.1,1,6.035481,5.025590,-2.98090278
5.8,3,6.035481,4.916691,-2.67614464
4.8,1,6.035481,4.775588,-1.73398125
5.3,2,6.035481,4.819555,-3.12809863
5.0,1,6.035481,5.089570,-4.08661452
6.1,1,6.035481,5.398932,-1.71174753
5.4,3,6.035481,5.399338,-3.26620331
5.3,1,6.035481,5.338211,-3.05198522
5.1,1,6.035481,5.398570,-3.67948373
5.3,2,6.035481,4.873975,-2.19247587
5.2,1,6.035481,4.879539,-2.19786478
5.3,1,6.035481,4.854917,-2.06404075
6.5,1,6.035481,5.393036,-0.69930611
5.1,1,6.035481,5.432411,-3.82547840
5.8,3,5.942799,4.844108,-1.44041269
5.4,3,5.942799,5.322668,-2.88029866
4.8,1,5.942799,1.022451,0.76588636
5.4,2,5.942799,5.479555,-3.71909127
4.9,2,5.942799,5.495199,-4.74246867
5.1,1,5.942799,5.686263,-4.31406897
5.3,2,5.942799,5.472271,-3.56143656
5.2,1,5.942799,5.471850,-3.57234164
5.3,1,5.942799,5.462008,-3.51203956
5.2,2,6.184149,1.991976,1.50456617
5.2,2,6.184149,5.264761,-3.24411671
5.4,2,6.184149,5.247761,-3.13095653
6.2,1,6.184149,5.095038,-0.64937913
5.4,2,6.184149,5.159572,-2.80832368
5.2,2,6.242223,4.886130,-3.30986784
5.3,2,6.242223,4.854215,-3.00336130
5.8,1,6.242223,5.453653,-2.15347567
6.9,1,6.242223,5.121341,-0.83817295
5.2,2,6.242223,5.063291,-4.01660605
5.2,2,6.156979,4.746496,-2.44895281
5.3,2,6.156979,4.702115,-2.47461974
5.8,1,6.156979,5.519459,-2.76842142
6.9,1,6.156979,5.315863,-0.44226396
5.2,2,6.156979,4.548282,-2.93003817
5.3,1,6.156979,5.522221,-3.64789107
5.3,2,6.156979,5.448933,-4.25444289
5.2,1,6.156979,5.450523,-4.30677075
6.8,1,6.378426,4.034241,1.38799292
5.1,1,6.378426,2.949688,1.58399702
5.1,2,6.139885,1.902108,1.16844925
5.0,1,5.950643,2.351375,0.62935505
5.2,1,5.950643,2.985682,0.83763706
4.6,1,5.950643,3.015535,1.51078816
5.3,1,5.950643,3.496508,1.48837701
5.6,1,5.950643,1.722767,2.24540080
4.6,1,5.950643,1.740466,0.45203058
6.4,2,5.950643,2.694627,1.75944287
6.4,1,5.950643,2.687847,3.12689211
5.3,1,5.934894,3.505557,1.28489820
5.6,1,5.934894,1.589235,2.20542420
4.6,1,5.934894,1.757858,0.08148782
6.4,2,5.934894,2.639057,2.59555317
6.4,1,5.934894,2.714695,2.97547854
6.4,2,5.774552,2.646175,1.31426116
5.6,2,5.774552,3.797734,-0.45046770
6.4,1,5.774552,2.778819,2.56832826
4.8,1,5.857933,5.398163,-2.77289277
5.4,2,5.857933,4.522875,-1.11440636
4.9,2,5.857933,4.526127,-2.01312959
5.3,2,5.857933,4.570993,-1.88301986
5.0,1,5.857933,4.373616,-1.42632500
6.1,1,5.857933,4.707546,0.53643489
5.4,3,5.857933,4.751346,-1.10180739
6.0,1,5.857933,4.760121,0.65679435
5.2,2,5.857933,5.470168,-3.52373797
5.3,1,5.857933,4.514917,-0.78622785
5.1,1,5.857933,4.806477,-1.35770690
5.2,1,5.857933,5.020718,-2.01380363
5.3,1,5.857933,5.003678,-2.02162557
6.5,1,5.857933,4.676467,1.12340246
5.1,1,5.857933,4.719570,-1.70297966
5.4,2,6.047372,4.444179,-1.80332611
5.3,2,6.047372,4.493903,-2.37354418
5.4,3,6.047372,4.786491,-1.76960666
6.0,1,6.047372,4.791069,-0.15556668
5.3,1,6.047372,4.484358,-1.34969246
5.1,1,6.047372,4.848116,-2.07688481
5.3,2,6.047372,4.971756,-2.53163354
5.2,1,6.047372,4.980245,-2.79253024
6.5,1,6.047372,4.701026,0.46969108
5.1,1,6.047372,4.728361,-1.88006623
5.0,2,5.010635,3.817712,0.26382474
6.0,3,5.010635,4.231204,-0.08402312
5.0,1,5.010635,2.351375,0.78225636
5.2,1,5.010635,2.985682,0.66052068
4.6,1,5.010635,3.015535,1.34820301
5.3,1,5.010635,3.496508,1.25164806
5.6,1,5.010635,1.740466,2.10521893
4.6,1,5.010635,1.740466,0.31291113
5.3,2,5.010635,3.131137,-0.11817561
6.4,2,5.010635,2.701361,1.66691405
4.5,2,5.283204,3.496508,-0.59534919
4.7,1,5.283204,0.095310,0.65008309
4.9,2,5.283204,3.566712,-0.87856152
4.8,3,5.283204,4.231204,-0.87651729
4.3,1,5.283204,2.990720,1.09490543
6.2,1,5.283204,4.829113,0.14037045
4.1,1,5.283204,3.306887,-1.29707542
4.2,1,5.283204,2.617396,-0.16254246
5.5,3,5.283204,4.523960,-0.79866326
5.5,3,5.283204,4.503137,-0.98229700
5.7,3,5.283204,4.487512,-0.89653713
4.6,1,5.283204,3.054001,1.17828570
4.5,1,5.283204,3.169686,0.02887896
6.4,1,5.283204,2.639057,3.05804958
4.5,1,5.283204,3.299534,-0.74929434
4.1,1,5.283204,3.407842,-0.87950086
5.5,2,5.283204,3.162517,-0.38555954
5.4,2,5.283204,3.299903,-0.30079433
5.0,1,6.163315,5.413074,-3.41699145
5.3,2,6.163315,4.998158,-2.17103065
5.3,1,6.163315,4.989207,-2.16430251
6.5,1,6.163315,4.677305,1.03673688
5.1,1,6.163315,4.712409,-1.64289129
5.0,1,6.163315,4.787492,-2.18649237
5.0,1,6.163315,4.750655,-1.88631194
5.1,1,5.283204,4.702297,-1.59731173
5.0,1,5.283204,4.733739,-1.95228040
5.8,1,5.846439,5.476798,-2.01507804
4.8,1,5.846439,5.182121,-3.77139188
5.4,2,5.846439,4.704472,-1.68200861
4.9,2,5.846439,4.757634,-3.63769217
5.3,2,5.846439,4.707095,-2.08650644
6.0,1,5.846439,5.667672,-1.58704061
5.2,2,5.846439,5.358801,-3.53715457
5.3,1,5.846439,4.266475,-1.38737494
6.5,1,5.846439,5.632967,-1.28002626
5.1,1,5.846439,5.639955,-3.95258462
5.8,3,5.966147,3.536893,-0.38775290
4.8,1,5.966147,4.680092,-1.79396189
5.4,2,5.966147,5.290033,-2.87268313
5.0,1,5.966147,4.848900,-2.68560401
6.0,1,5.966147,5.226499,-1.10951147
5.3,1,5.966147,5.418852,-2.23017141
5.1,1,5.966147,5.217975,-3.13515527
5.2,1,5.966147,5.431930,-3.38540278
5.3,1,5.966147,5.417788,-3.45757728
6.5,1,5.966147,5.321741,-0.39314630
5.1,1,5.966147,5.394627,-3.36839143
5.4,2,5.768321,4.720729,-1.22550292
4.9,2,5.768321,4.772209,-2.69108984
5.3,2,5.768321,4.726148,-1.77691027
6.0,1,5.768321,5.653576,-1.39448784
5.3,1,5.768321,5.493720,-2.92038364
5.1,1,5.768321,5.661327,-4.03136976
5.3,2,5.768321,4.365262,-1.76177357
5.2,1,5.768321,4.364499,-1.83139467
5.1,2,5.768321,5.518336,-4.11053492
5.3,1,5.768321,4.351825,-0.65872643
6.5,1,5.768321,5.620220,-1.08960299
5.1,1,5.768321,5.630566,-3.92353906
5.8,1,6.013715,5.507484,-1.38865715
5.4,2,6.013715,4.730392,-0.38953763
4.9,2,6.013715,4.781641,-2.26067569
5.3,2,6.013715,4.735057,-1.33218504
6.0,1,6.013715,5.661605,-1.34726597
5.2,2,6.013715,5.391489,-2.66637097
5.3,1,6.013715,5.500932,-2.15485498
5.1,1,6.013715,5.669674,-3.51707972
5.3,2,6.013715,4.360420,-1.17021571
5.2,1,6.013715,4.359653,-1.34565158
5.1,2,6.013715,5.507686,-3.47657847
5.3,1,6.013715,4.348599,-0.36984703
6.5,1,6.013715,5.628232,-0.86227614
5.1,1,6.013715,5.637963,-3.38327888
5.4,2,6.021023,4.711870,-1.70166286
4.9,2,6.021023,4.764053,-3.34095872
5.3,2,6.021023,4.716622,-2.03087998
